,code,name,date,market_value,pe_ttm,price
0,sh603568,伟明环保,2015-05-28,73.65,,
1,sh603568,伟明环保,2015-05-29,81.0,,
2,sh603568,伟明环保,2015-06-01,89.13,,
3,sh603568,伟明环保,2015-06-02,98.02,,
4,sh603568,伟明环保,2015-06-03,107.82,,
5,sh603568,伟明环保,2015-06-04,118.62,,
6,sh603568,伟明环保,2015-06-05,130.47,,
7,sh603568,伟明环保,2015-06-08,143.54,,
8,sh603568,伟明环保,2015-06-09,157.88,,
9,sh603568,伟明环保,2015-06-10,173.67,,
10,sh603568,伟明环保,2015-06-11,191.05,,
11,sh603568,伟明环保,2015-06-12,210.15,,
12,sh603568,伟明环保,2015-06-15,231.17,,
13,sh603568,伟明环保,2015-06-16,254.26,,
14,sh603568,伟明环保,2015-06-17,228.85,,
15,sh603568,伟明环保,2015-06-18,205.98,,
16,sh603568,伟明环保,2015-06-19,185.38,,
17,sh603568,伟明环保,2015-06-23,195.36,,
18,sh603568,伟明环保,2015-06-24,189.55,,
19,sh603568,伟明环保,2015-06-25,171.81,,
20,sh603568,伟明环保,2015-06-26,154.61,,
21,sh603568,伟明环保,2015-06-29,151.93,,
22,sh603568,伟明环保,2015-06-30,167.13,,
23,sh603568,伟明环保,2015-07-01,167.77,,
24,sh603568,伟明环保,2015-07-02,161.33,,
25,sh603568,伟明环保,2015-07-03,150.98,,
26,sh603568,伟明环保,2015-07-06,152.3,,
27,sh603568,伟明环保,2015-07-07,137.05,,
28,sh603568,伟明环保,2015-07-08,123.34,,
29,sh603568,伟明环保,2015-07-09,135.69,,
30,sh603568,伟明环保,2015-07-10,149.25,,
31,sh603568,伟明环保,2015-07-13,164.18,,
32,sh603568,伟明环保,2015-07-14,162.55,,
33,sh603568,伟明环保,2015-07-15,146.31,,
34,sh603568,伟明环保,2015-07-16,143.54,,
35,sh603568,伟明环保,2015-07-17,152.93,,
36,sh603568,伟明环保,2015-07-20,151.66,,
37,sh603568,伟明环保,2015-07-21,163.91,,
38,sh603568,伟明环保,2015-07-22,167.91,,
39,sh603568,伟明环保,2015-07-23,179.89,,
40,sh603568,伟明环保,2015-07-24,180.2,,
41,sh603568,伟明环保,2015-07-27,165.64,,
42,sh603568,伟明环保,2015-07-28,157.88,,
43,sh603568,伟明环保,2015-07-29,173.67,,
44,sh603568,伟明环保,2015-07-30,172.04,,
45,sh603568,伟明环保,2015-07-31,179.7,,
46,sh603568,伟明环保,2015-08-03,190.23,,
47,sh603568,伟明环保,2015-08-04,196.99,,
48,sh603568,伟明环保,2015-08-05,195.04,,
49,sh603568,伟明环保,2015-08-06,185.74,,
50,sh603568,伟明环保,2015-08-07,191.1,,
51,sh603568,伟明环保,2015-08-10,210.2,,
52,sh603568,伟明环保,2015-08-11,217.87,,
53,sh603568,伟明环保,2015-08-12,217.14,,
54,sh603568,伟明环保,2015-08-13,216.73,,
55,sh603568,伟明环保,2015-08-14,212.2,,
56,sh603568,伟明环保,2015-08-17,210.7,,
57,sh603568,伟明环保,2015-08-18,189.64,,
58,sh603568,伟明环保,2015-08-19,188.42,,
59,sh603568,伟明环保,2015-08-20,196.86,,
60,sh603568,伟明环保,2015-08-21,198.81,,
61,sh603568,伟明环保,2015-08-24,197.81,,
62,sh603568,伟明环保,2015-08-25,217.6,,
63,sh603568,伟明环保,2015-08-26,239.38,,
64,sh603568,伟明环保,2015-08-27,263.2,,
65,sh603568,伟明环保,2015-08-28,276.68,,
66,sh603568,伟明环保,2015-08-31,257.67,,
67,sh603568,伟明环保,2015-09-01,268.79,,
68,sh603568,伟明环保,2015-09-02,270.69,,
69,sh603568,伟明环保,2015-09-07,278.45,,
70,sh603568,伟明环保,2015-09-08,281.04,,
71,sh603568,伟明环保,2015-09-09,282.58,,
72,sh603568,伟明环保,2015-09-10,269.42,,
73,sh603568,伟明环保,2015-09-11,257.62,,
74,sh603568,伟明环保,2015-09-14,246.87,,
75,sh603568,伟明环保,2015-09-15,258.62,,
76,sh603568,伟明环保,2015-09-16,271.15,,
77,sh603568,伟明环保,2015-09-17,257.49,,
78,sh603568,伟明环保,2015-09-18,269.97,,
79,sh603568,伟明环保,2015-09-21,264.2,,
80,sh603568,伟明环保,2015-09-22,254.67,,
81,sh603568,伟明环保,2015-09-23,259.76,,
82,sh603568,伟明环保,2015-09-24,254.31,,
83,sh603568,伟明环保,2015-09-25,228.9,,
84,sh603568,伟明环保,2015-09-28,235.61,,
85,sh603568,伟明环保,2015-09-29,232.66,,
86,sh603568,伟明环保,2015-09-30,241.33,,
87,sh603568,伟明环保,2015-10-08,246.96,,
88,sh603568,伟明环保,2015-10-09,243.37,,
89,sh603568,伟明环保,2015-10-12,249.64,,
90,sh603568,伟明环保,2015-10-13,250.36,,
91,sh603568,伟明环保,2015-10-14,252.81,,
92,sh603568,伟明环保,2015-10-15,259.44,,
93,sh603568,伟明环保,2015-10-16,260.21,,
94,sh603568,伟明环保,2015-10-19,256.44,,
95,sh603568,伟明环保,2015-10-20,254.63,,
96,sh603568,伟明环保,2015-10-21,279.9,,
97,sh603568,伟明环保,2015-10-22,307.9,,
98,sh603568,伟明环保,2015-10-23,301.64,,
99,sh603568,伟明环保,2015-10-26,284.44,,
100,sh603568,伟明环保,2015-10-27,287.98,,
101,sh603568,伟明环保,2015-10-28,282.22,,
102,sh603568,伟明环保,2015-10-29,276.5,,
103,sh603568,伟明环保,2015-10-30,269.65,,
104,sh603568,伟明环保,2015-11-02,273.19,,
105,sh603568,伟明环保,2015-11-03,281.13,,
106,sh603568,伟明环保,2015-11-04,286.71,,
107,sh603568,伟明环保,2015-11-05,291.16,,
108,sh603568,伟明环保,2015-11-06,305.91,,
109,sh603568,伟明环保,2015-11-09,298.56,,
110,sh603568,伟明环保,2015-11-10,287.66,,
111,sh603568,伟明环保,2015-11-11,290.39,,
112,sh603568,伟明环保,2015-11-12,299.01,,
113,sh603568,伟明环保,2015-11-13,287.62,,
114,sh603568,伟明环保,2015-11-16,282.99,,
115,sh603568,伟明环保,2015-11-17,293.88,,
116,sh603568,伟明环保,2015-11-18,280.04,,
117,sh603568,伟明环保,2015-11-19,284.49,,
118,sh603568,伟明环保,2015-11-20,281.04,,
119,sh603568,伟明环保,2015-11-23,276.5,,
120,sh603568,伟明环保,2015-11-24,278.5,,
121,sh603568,伟明环保,2015-11-25,279.63,,
122,sh603568,伟明环保,2015-11-26,283.49,,
123,sh603568,伟明环保,2015-11-27,261.93,,
124,sh603568,伟明环保,2015-11-30,252.59,,
125,sh603568,伟明环保,2015-12-01,248.27,,
126,sh603568,伟明环保,2015-12-02,240.6,,
127,sh603568,伟明环保,2015-12-03,254.22,,
128,sh603568,伟明环保,2015-12-04,248.95,,
129,sh603568,伟明环保,2015-12-07,248.59,,
130,sh603568,伟明环保,2015-12-08,248.64,,
131,sh603568,伟明环保,2015-12-09,244.1,,
132,sh603568,伟明环保,2015-12-10,239.74,,
133,sh603568,伟明环保,2015-12-11,239.74,,
134,sh603568,伟明环保,2015-12-14,243.24,,
135,sh603568,伟明环保,2015-12-15,241.6,,
136,sh603568,伟明环保,2015-12-16,244.19,,
137,sh603568,伟明环保,2015-12-17,250.63,,
138,sh603568,伟明环保,2015-12-18,242.74,,
139,sh603568,伟明环保,2015-12-21,242.56,,
140,sh603568,伟明环保,2015-12-22,240.15,,
