,code,name,date,market_value,pe_ttm,price
0,sz000651,格力电器,1997-01-02,55.22,29.63,0.35
1,sz000651,格力电器,1997-01-03,54.1,29.04,0.34
2,sz000651,格力电器,1997-01-06,48.67,26.12,0.31
3,sz000651,格力电器,1997-01-07,49.74,26.69,0.31
4,sz000651,格力电器,1997-01-08,48.6,26.08,0.31
5,sz000651,格力电器,1997-01-09,48.3,25.92,0.3
6,sz000651,格力电器,1997-01-10,50.59,27.15,0.32
7,sz000651,格力电器,1997-01-13,50.85,27.29,0.32
8,sz000651,格力电器,1997-01-14,49.2,26.4,0.31
9,sz000651,格力电器,1997-01-15,49.06,26.33,0.31
10,sz000651,格力电器,1997-01-16,49.05,26.32,0.31
11,sz000651,格力电器,1997-01-17,49.42,26.52,0.31
12,sz000651,格力电器,1997-01-20,49.38,26.5,0.31
13,sz000651,格力电器,1997-01-21,49.17,26.39,0.31
14,sz000651,格力电器,1997-01-22,50.19,26.94,0.32
15,sz000651,格力电器,1997-01-23,50.28,26.98,0.32
16,sz000651,格力电器,1997-01-24,49.8,26.73,0.31
17,sz000651,格力电器,1997-01-27,51.27,27.51,0.32
18,sz000651,格力电器,1997-01-28,50.55,27.13,0.32
19,sz000651,格力电器,1997-01-29,50.15,26.91,0.32
20,sz000651,格力电器,1997-01-30,50.04,26.85,0.32
21,sz000651,格力电器,1997-01-31,50.48,27.09,0.32
22,sz000651,格力电器,1997-02-17,50.97,27.35,0.32
23,sz000651,格力电器,1997-02-18,45.84,24.6,0.29
24,sz000651,格力电器,1997-02-19,48.39,25.97,0.31
25,sz000651,格力电器,1997-02-20,46.83,25.13,0.3
26,sz000651,格力电器,1997-02-21,47.56,25.53,0.3
27,sz000651,格力电器,1997-02-24,47.1,25.28,0.3
28,sz000651,格力电器,1997-02-25,47.4,25.44,0.3
29,sz000651,格力电器,1997-02-26,49.05,26.32,0.31
30,sz000651,格力电器,1997-02-27,49.32,26.47,0.31
31,sz000651,格力电器,1997-02-28,49.5,26.56,0.31
32,sz000651,格力电器,1997-03-03,52.42,28.13,0.33
33,sz000651,格力电器,1997-03-04,51.8,27.8,0.33
34,sz000651,格力电器,1997-03-05,50.22,26.95,0.32
35,sz000651,格力电器,1997-03-06,50.4,27.05,0.32
36,sz000651,格力电器,1997-03-07,50.33,27.01,0.32
37,sz000651,格力电器,1997-03-10,51.0,27.37,0.32
38,sz000651,格力电器,1997-03-11,51.6,27.69,0.33
39,sz000651,格力电器,1997-03-12,56.77,30.47,0.36
40,sz000651,格力电器,1997-03-13,58.83,31.57,0.37
41,sz000651,格力电器,1997-03-14,58.83,31.57,0.37
42,sz000651,格力电器,1997-03-17,59.92,32.16,0.38
43,sz000651,格力电器,1997-03-18,59.1,31.72,0.37
44,sz000651,格力电器,1997-03-19,58.58,31.44,0.37
45,sz000651,格力电器,1997-03-20,56.7,30.43,0.36
46,sz000651,格力电器,1997-03-21,58.95,31.64,0.37
47,sz000651,格力电器,1997-03-24,62.97,33.79,0.4
48,sz000651,格力电器,1997-03-25,61.5,33.0,0.39
49,sz000651,格力电器,1997-03-26,60.59,32.51,0.38
50,sz000651,格力电器,1997-03-27,60.91,32.69,0.38
