,code,name,date,market_value,pe_ttm,price
0,sz300450,先导智能,2015-05-06,10.82,,
1,sz300450,先导智能,2015-05-18,20.77,,
2,sz300450,先导智能,2015-05-19,22.84,,
3,sz300450,先导智能,2015-05-20,25.13,,
4,sz300450,先导智能,2015-05-21,27.64,,
5,sz300450,先导智能,2015-05-22,30.41,,
6,sz300450,先导智能,2015-05-25,33.45,,
7,sz300450,先导智能,2015-05-26,36.79,,
8,sz300450,先导智能,2015-05-27,40.47,,
9,sz300450,先导智能,2015-05-28,44.52,,
10,sz300450,先导智能,2015-05-29,48.97,,
11,sz300450,先导智能,2015-06-01,53.87,,
12,sz300450,先导智能,2015-06-02,59.26,,
13,sz300450,先导智能,2015-06-03,65.18,,
14,sz300450,先导智能,2015-06-04,71.7,,
15,sz300450,先导智能,2015-06-05,78.87,,
16,sz300450,先导智能,2015-06-08,86.75,,
17,sz300450,先导智能,2015-06-09,95.43,,
18,sz300450,先导智能,2015-06-10,104.97,,
19,sz300450,先导智能,2015-06-11,115.47,,
20,sz300450,先导智能,2015-06-12,127.02,,
21,sz300450,先导智能,2015-06-15,114.31,,
22,sz300450,先导智能,2015-06-16,112.89,,
23,sz300450,先导智能,2015-06-17,120.29,,
24,sz300450,先导智能,2015-06-18,108.26,,
25,sz300450,先导智能,2015-06-19,98.65,,
26,sz300450,先导智能,2015-06-23,108.52,,
27,sz300450,先导智能,2015-06-24,100.29,,
28,sz300450,先导智能,2015-06-25,96.56,,
29,sz300450,先导智能,2015-06-26,86.9,,
30,sz300450,先导智能,2015-06-29,89.76,,
31,sz300450,先导智能,2015-06-30,98.74,,
32,sz300450,先导智能,2015-07-01,97.24,,
33,sz300450,先导智能,2015-07-02,87.52,,
34,sz300450,先导智能,2015-07-03,78.76,,
35,sz300450,先导智能,2015-07-06,70.89,,
36,sz300450,先导智能,2015-07-07,63.8,,
37,sz300450,先导智能,2015-07-08,57.43,,
38,sz300450,先导智能,2015-07-09,63.17,,
39,sz300450,先导智能,2015-07-10,69.49,,
40,sz300450,先导智能,2015-07-13,76.44,,
41,sz300450,先导智能,2015-07-14,84.08,,
42,sz300450,先导智能,2015-07-15,75.68,,
43,sz300450,先导智能,2015-07-16,78.11,,
44,sz300450,先导智能,2015-07-17,83.3,,
45,sz300450,先导智能,2015-07-20,83.69,,
46,sz300450,先导智能,2015-07-21,92.06,,
47,sz300450,先导智能,2015-07-22,101.27,,
48,sz300450,先导智能,2015-07-23,111.39,,
49,sz300450,先导智能,2015-07-24,116.21,,
50,sz300450,先导智能,2015-07-27,110.16,,
51,sz300450,先导智能,2015-07-28,118.05,,
52,sz300450,先导智能,2015-07-29,114.36,,
53,sz300450,先导智能,2015-07-30,103.58,,
54,sz300450,先导智能,2015-07-31,101.31,,
55,sz300450,先导智能,2015-08-03,91.19,,
56,sz300450,先导智能,2015-08-04,100.31,,
57,sz300450,先导智能,2015-08-05,104.91,,
58,sz300450,先导智能,2015-08-06,115.4,,
59,sz300450,先导智能,2015-08-07,115.26,,
60,sz300450,先导智能,2015-08-10,120.81,,
61,sz300450,先导智能,2015-08-11,131.24,,
62,sz300450,先导智能,2015-08-12,118.32,,
63,sz300450,先导智能,2015-08-13,123.98,,
64,sz300450,先导智能,2015-08-14,127.84,,
65,sz300450,先导智能,2015-08-17,119.69,,
66,sz300450,先导智能,2015-08-18,107.72,,
67,sz300450,先导智能,2015-08-19,114.91,,
68,sz300450,先导智能,2015-08-20,104.48,,
69,sz300450,先导智能,2015-08-21,97.92,,
70,sz300450,先导智能,2015-08-24,88.13,,
71,sz300450,先导智能,2015-08-25,84.35,,
72,sz300450,先导智能,2015-08-26,90.43,,
73,sz300450,先导智能,2015-08-27,93.51,,
74,sz300450,先导智能,2015-08-28,96.63,,
75,sz300450,先导智能,2015-08-31,89.08,,
76,sz300450,先导智能,2015-09-01,80.17,,
77,sz300450,先导智能,2015-09-02,78.34,,
78,sz300450,先导智能,2015-09-07,80.65,,
79,sz300450,先导智能,2015-09-08,86.43,,
80,sz300450,先导智能,2015-09-09,95.07,,
81,sz300450,先导智能,2015-09-10,96.15,,
82,sz300450,先导智能,2015-09-11,94.29,,
83,sz300450,先导智能,2015-09-14,84.86,,
84,sz300450,先导智能,2015-09-15,76.38,,
85,sz300450,先导智能,2015-09-16,84.02,,
86,sz300450,先导智能,2015-09-17,81.03,,
87,sz300450,先导智能,2015-09-18,84.76,,
88,sz300450,先导智能,2015-09-21,93.23,,
89,sz300450,先导智能,2015-09-22,98.29,,
90,sz300450,先导智能,2015-09-23,101.55,,
91,sz300450,先导智能,2015-09-24,98.06,,
92,sz300450,先导智能,2015-09-25,91.91,,
93,sz300450,先导智能,2015-09-28,101.1,,
94,sz300450,先导智能,2015-09-29,102.53,,
95,sz300450,先导智能,2015-09-30,105.67,,
96,sz300450,先导智能,2015-10-08,108.53,,
97,sz300450,先导智能,2015-10-09,112.88,,
98,sz300450,先导智能,2015-10-12,115.44,,
99,sz300450,先导智能,2015-10-13,113.29,,
100,sz300450,先导智能,2015-10-14,110.77,,
101,sz300450,先导智能,2015-10-15,121.86,,
102,sz300450,先导智能,2015-10-16,118.73,,
103,sz300450,先导智能,2015-10-19,122.54,,
104,sz300450,先导智能,2015-10-20,130.76,,
105,sz300450,先导智能,2015-10-21,123.76,,
106,sz300450,先导智能,2015-10-22,128.79,,
107,sz300450,先导智能,2015-10-23,127.16,,
108,sz300450,先导智能,2015-10-26,131.19,,
109,sz300450,先导智能,2015-10-27,128.29,,
110,sz300450,先导智能,2015-10-28,122.94,,
111,sz300450,先导智能,2015-10-29,122.47,,
112,sz300450,先导智能,2015-10-30,120.97,,
113,sz300450,先导智能,2015-11-02,123.76,,
114,sz300450,先导智能,2015-11-03,120.88,,
115,sz300450,先导智能,2015-11-04,130.14,,
116,sz300450,先导智能,2015-11-05,130.97,,
117,sz300450,先导智能,2015-11-06,139.4,,
118,sz300450,先导智能,2015-11-09,151.2,,
119,sz300450,先导智能,2015-11-10,153.0,,
120,sz300450,先导智能,2015-11-11,156.4,,
121,sz300450,先导智能,2015-11-12,154.36,,
122,sz300450,先导智能,2015-11-13,139.98,,
123,sz300450,先导智能,2015-11-16,142.88,,
124,sz300450,先导智能,2015-11-17,137.82,,
125,sz300450,先导智能,2015-11-18,131.91,,
126,sz300450,先导智能,2015-11-19,140.08,,
