证券简称,ts_code,trade_date,close,pe_ttm,ps_ttm,dv_ttm,total_share,total_mv
志邦家居,603801.SH,20230208,30.37,18.1985,1.7709,1.956,31181.9895,946997.0211
志邦家居,603801.SH,20230207,30.31,18.1625,1.7674,1.9599,31181.9895,945126.1017
志邦家居,603801.SH,20230206,29.65,17.767,1.7289,2.0035,31181.9895,924545.9887
志邦家居,603801.SH,20230203,30.18,18.0846,1.7598,1.9684,31181.9895,941072.4431
志邦家居,603801.SH,20230202,30.82,18.4681,1.7971,1.9275,31181.9895,961028.9164
志邦家居,603801.SH,20230201,30.17,18.0786,1.7592,1.969,31181.9895,940760.6232
志邦家居,603801.SH,20230131,30.3,18.1565,1.7668,1.9606,31181.9895,944814.2819
志邦家居,603801.SH,20230130,30.09,18.0307,1.7546,1.9742,31181.9895,938266.0641
志邦家居,603801.SH,20230120,30.79,18.4501,1.7954,1.9294,31181.9895,960093.4567
志邦家居,603801.SH,20230119,31.07,18.6179,1.8117,1.912,31181.9895,968824.4138
志邦家居,603801.SH,20230118,31.9,19.1153,1.8601,1.8622,31181.9895,994705.4651
志邦家居,603801.SH,20230117,32.74,19.6186,1.9091,1.8144,31181.9895,1020898.3362
志邦家居,603801.SH,20230116,32.65,19.5647,1.9038,1.8195,31181.9895,1018091.9572
志邦家居,603801.SH,20230113,33.27,19.9362,1.94,1.7855,31181.9895,1037424.7907
志邦家居,603801.SH,20230112,30.84,18.4801,1.7983,1.9262,31181.9895,961652.5562
志邦家居,603801.SH,20230111,30.9,18.5161,1.8018,1.9225,31181.9895,963523.4756
志邦家居,603801.SH,20230110,30.65,18.3662,1.7872,1.9382,31181.9895,955727.9782
志邦家居,603801.SH,20230109,30.64,18.3603,1.7866,1.9388,31181.9895,955416.1583
志邦家居,603801.SH,20230106,29.89,17.9108,1.7429,1.9875,31181.9895,932029.6662
志邦家居,603801.SH,20230105,28.73,17.2157,1.6753,2.0677,31181.9895,895858.5583
志邦家居,603801.SH,20230104,28.82,17.2697,1.6805,2.0612,31181.9895,898664.9374
志邦家居,603801.SH,20230103,26.2,15.6997,1.5277,2.2674,31181.9895,816968.1249
志邦家居,603801.SH,20221230,26.88,16.1072,1.5674,2.21,31181.9895,838171.8778
志邦家居,603801.SH,20221229,27.06,16.215,1.5779,2.1953,31181.9895,843784.6359
志邦家居,603801.SH,20221228,27.61,16.5446,1.61,2.1516,31181.9895,860934.7301
志邦家居,603801.SH,20221227,28.86,17.2936,1.6828,2.0584,31181.9895,899912.217
志邦家居,603801.SH,20221226,27.9,16.7184,1.6269,2.1292,31181.9895,869977.5071
志邦家居,603801.SH,20221223,28.57,17.1199,1.6659,2.0793,31181.9895,890869.44
志邦家居,603801.SH,20221222,29.63,17.755,1.7277,2.0049,31181.9895,923922.3489
志邦家居,603801.SH,20221221,28.54,17.1019,1.6642,2.0815,31181.9895,889933.9803
志邦家居,603801.SH,20221220,27.73,16.6165,1.6169,2.1423,31181.9895,864676.5688
志邦家居,603801.SH,20221219,28.2,16.8997,1.6445,2.1064,31184.7895,879411.0639
志邦家居,603801.SH,20221216,27.8,16.66,1.6212,2.1367,31184.7895,866937.1481
志邦家居,603801.SH,20221215,27.55,16.5101,1.6066,2.1561,31184.7895,859140.9507
志邦家居,603801.SH,20221214,28.08,16.8278,1.6375,2.1154,31184.7895,875668.8892
志邦家居,603801.SH,20221213,28.26,16.9356,1.648,2.1019,31184.7895,881282.1513
志邦家居,603801.SH,20221212,27.8,16.66,1.6212,2.1367,31184.7895,866937.1481
志邦家居,603801.SH,20221209,28.79,17.2532,1.6789,2.0632,31184.7895,897810.0897
志邦家居,603801.SH,20221208,28.12,16.8517,1.6398,2.1124,31184.7895,876916.2807
志邦家居,603801.SH,20221207,28.43,17.0375,1.6579,2.0893,31184.7895,886583.5655
志邦家居,603801.SH,20221206,28.5,17.0794,1.662,2.0842,31184.7895,888766.5008
志邦家居,603801.SH,20221205,29.11,17.445,1.6976,2.0405,31184.7895,907789.2223
志邦家居,603801.SH,20221202,27.67,16.582,1.6136,2.1467,31184.7895,862883.1255
志邦家居,603801.SH,20221201,28.68,17.1873,1.6725,2.0711,31184.7895,894379.7629
志邦家居,603801.SH,20221130,28.37,17.0015,1.6544,2.0938,31184.7895,884712.4781
志邦家居,603801.SH,20221129,28.91,17.3252,1.6859,2.0546,31184.7895,901552.2644
志邦家居,603801.SH,20221128,26.81,16.0667,1.5634,2.2156,31184.7895,836064.2065
志邦家居,603801.SH,20221125,27.06,16.2165,1.578,2.1951,31184.7895,843860.4039
志邦家居,603801.SH,20221124,26.45,15.8509,1.5424,2.2457,31184.7895,824837.6823
志邦家居,603801.SH,20221123,25.76,15.4374,1.5022,2.3059,31184.7895,803320.1775
志邦家居,603801.SH,20221122,25.23,15.1198,1.4713,2.3543,31184.7895,786792.2391
志邦家居,603801.SH,20221121,25.08,15.0299,1.4626,2.3684,31184.7895,782114.5207
志邦家居,603801.SH,20221118,25.44,15.2457,1.4835,2.3349,31184.7895,793341.0449
志邦家居,603801.SH,20221117,25.56,15.3176,1.4905,2.3239,31184.7895,797083.2196
志邦家居,603801.SH,20221116,25.64,15.3655,1.4952,2.3167,31184.7895,799578.0028
志邦家居,603801.SH,20221115,26.94,16.1446,1.571,2.2049,31184.7895,840118.2291
志邦家居,603801.SH,20221114,26.35,15.791,1.5366,2.2543,31184.7895,821719.2033
志邦家居,603801.SH,20221111,24.63,14.7602,1.4363,2.4117,31184.7895,768081.3654
志邦家居,603801.SH,20221110,22.39,13.4179,1.3057,2.653,31184.7895,698227.4369
志邦家居,603801.SH,20221109,22.66,13.5797,1.3214,2.6213,31184.7895,706647.3301
志邦家居,603801.SH,20221108,21.91,13.1302,1.2777,2.7111,31184.7895,683258.7379
志邦家居,603801.SH,20221107,22.25,13.334,1.2975,2.6697,31184.7895,693861.5664
志邦家居,603801.SH,20221104,21.64,12.9684,1.262,2.7449,31184.7895,674838.8448
志邦家居,603801.SH,20221103,21.26,12.7407,1.2398,2.794,31184.7895,662988.6248
志邦家居,603801.SH,20221102,21.64,12.9684,1.262,2.7449,31184.7895,674838.8448
志邦家居,603801.SH,20221101,21.36,12.8006,1.2456,2.7809,31184.7895,666107.1037
志邦家居,603801.SH,20221031,20.86,12.501,1.2165,2.8475,31184.7895,650514.709
志邦家居,603801.SH,20221028,20.91,12.7475,1.235,2.8407,31184.7895,652073.9484
志邦家居,603801.SH,20221027,21.72,13.2413,1.2829,2.7348,31184.7895,677333.6279
志邦家居,603801.SH,20221026,21.58,13.1559,1.2746,2.7525,31184.7895,672967.7574
志邦家居,603801.SH,20221025,21.24,12.9487,1.2545,2.7966,31184.7895,662364.929
志邦家居,603801.SH,20221024,21.82,13.3022,1.2888,2.7223,31184.7895,680452.1069
志邦家居,603801.SH,20221021,22.33,13.6132,1.3189,2.6601,31184.7895,696356.3495
志邦家居,603801.SH,20221020,22.41,13.6619,1.3236,2.6506,31184.7895,698851.1327
志邦家居,603801.SH,20221019,22.56,13.7534,1.3325,2.633,31184.7895,703528.8511
志邦家居,603801.SH,20221018,22.93,13.9789,1.3543,2.5905,31184.7895,715067.2232
志邦家居,603801.SH,20221017,23.49,14.3203,1.3874,2.5287,31184.7895,732530.7054
志邦家居,603801.SH,20221014,23.6,14.3874,1.3939,2.5169,31184.7895,735961.0322
志邦家居,603801.SH,20221013,22.52,13.729,1.3301,2.6376,31184.7895,702281.4595
志邦家居,603801.SH,20221012,22.6,13.7778,1.3349,2.6283,31184.7895,704776.2427
志邦家居,603801.SH,20221011,23.05,14.0521,1.3614,2.577,31184.7895,718809.398
志邦家居,603801.SH,20221010,23.91,14.5764,1.4122,2.4843,31184.7895,745628.3169
志邦家居,603801.SH,20220930,23.35,14.235,1.3791,2.5439,31184.7895,728164.8348
志邦家居,603801.SH,20220929,23.68,14.4362,1.3986,2.5084,31184.7895,738455.8154
志邦家居,603801.SH,20220928,24.42,14.8873,1.4423,2.4324,31184.7895,761532.5596
志邦家居,603801.SH,20220927,25.36,15.4604,1.4979,2.3423,31184.7895,790846.2617
志邦家居,603801.SH,20220926,24.54,14.9605,1.4494,2.4205,31184.7895,765274.7343
志邦家居,603801.SH,20220923,23.92,14.5825,1.4128,2.4833,31184.7895,745940.1648
志邦家居,603801.SH,20220922,23.75,14.4788,1.4028,2.501,31184.7895,740638.7506
志邦家居,603801.SH,20220921,24.0,14.6312,1.4175,2.475,31184.7895,748434.948
志邦家居,603801.SH,20220920,24.41,14.8812,1.4418,2.4334,31184.7895,761220.7117
志邦家居,603801.SH,20220919,25.13,15.3201,1.4843,2.3637,31184.7895,783673.7601
志邦家居,603801.SH,20220916,24.43,14.8934,1.4429,2.4314,31184.7895,761844.4075
