证券简称,ts_code,trade_date,close,pe_ttm,ps_ttm,dv_ttm,total_share,total_mv
格力电器,000651.SZ,20230120,35.05,7.6733,1.0008,8.4152,563140.5741,19738077.1222
格力电器,000651.SZ,20230119,35.1,7.6842,1.0022,8.4032,563140.5741,19766234.1509
格力电器,000651.SZ,20230118,35.21,7.7083,1.0054,8.377,563140.5741,19828179.6141
格力电器,000651.SZ,20230117,35.45,7.7609,1.0122,8.3203,563140.5741,19963333.3518
格力电器,000651.SZ,20230116,35.48,7.7674,1.0131,8.3132,563140.5741,19980227.5691
格力电器,000651.SZ,20230113,34.45,7.5419,0.9837,8.5618,563140.5741,19400192.7777
格力电器,000651.SZ,20230112,34.12,7.4697,0.9742,8.6446,563140.5741,19214356.3883
格力电器,000651.SZ,20230111,34.43,7.5376,0.9831,8.5668,563140.5741,19388929.9663
格力电器,000651.SZ,20230110,34.12,7.4697,0.9742,8.6446,563140.5741,19214356.3883
格力电器,000651.SZ,20230109,34.09,7.4631,0.9734,8.6522,563140.5741,19197462.1711
格力电器,000651.SZ,20230106,34.1,7.4653,0.9737,8.6497,563140.5741,19203093.5768
格力电器,000651.SZ,20230105,34.2,7.4872,0.9765,8.6244,563140.5741,19259407.6342
格力电器,000651.SZ,20230104,33.31,7.2924,0.9511,8.8548,563140.5741,18758212.5233
格力电器,000651.SZ,20230103,32.5,7.115,0.928,9.0755,563140.5741,18302068.6583
格力电器,000651.SZ,20221230,32.32,7.0756,0.9228,9.126,563140.5741,18200703.3549
格力电器,000651.SZ,20221229,32.16,7.0406,0.9183,9.1714,563140.5741,18110600.8631
格力电器,000651.SZ,20221228,32.57,7.1304,0.93,9.056,563140.5741,18341488.4984
格力电器,000651.SZ,20221227,32.63,7.1435,0.9317,9.0393,563140.5741,18375276.9329
格力电器,000651.SZ,20221226,32.35,7.0822,0.9237,9.1176,563140.5741,18217597.5721
格力电器,000651.SZ,20221223,32.78,7.1763,0.936,8.998,563140.5741,18459748.019
格力电器,000651.SZ,20221222,32.94,7.2114,0.9406,8.9543,563140.5741,18549850.5109
格力电器,000651.SZ,20221221,32.43,7.0997,0.926,9.0951,563140.5741,18262648.8181
格力电器,000651.SZ,20221220,32.3,7.0713,0.9223,9.1317,563140.5741,18189440.5434
格力电器,000651.SZ,20221219,32.82,7.1851,0.9371,8.987,563140.5741,18482273.642
格力电器,000651.SZ,20221216,33.26,7.2814,0.9497,8.8681,563140.5741,18730055.4946
格力电器,000651.SZ,20221215,33.01,7.2267,0.9426,8.9353,563140.5741,18589270.351
格力电器,000651.SZ,20221214,33.4,7.3121,0.9537,8.8309,563140.5741,18808895.1749
格力电器,000651.SZ,20221213,33.37,7.3055,0.9528,8.8389,563140.5741,18792000.9577
格力电器,000651.SZ,20221212,33.28,7.2858,0.9503,8.8628,563140.5741,18741318.306
格力电器,000651.SZ,20221209,33.88,7.4172,0.9674,8.7058,563140.5741,19079202.6505
格力电器,000651.SZ,20221208,33.01,7.2267,0.9426,8.9353,563140.5741,18589270.351
格力电器,000651.SZ,20221207,33.12,7.2508,0.9457,8.9056,563140.5741,18651215.8142
格力电器,000651.SZ,20221206,32.94,7.2114,0.9406,8.9543,563140.5741,18549850.5109
格力电器,000651.SZ,20221205,32.88,7.1982,0.9388,8.9706,563140.5741,18516062.0764
格力电器,000651.SZ,20221202,32.23,7.0559,0.9203,9.1515,563140.5741,18150020.7032
格力电器,000651.SZ,20221201,32.42,7.0975,0.9257,9.0979,563140.5741,18257017.4123
格力电器,000651.SZ,20221130,32.17,7.0428,0.9186,9.1686,563140.5741,18116232.2688
格力电器,000651.SZ,20221129,32.47,7.1085,0.9271,9.0839,563140.5741,18285174.441
格力电器,000651.SZ,20221128,31.5,6.8961,0.8994,9.3636,563140.5741,17738928.0842
格力电器,000651.SZ,20221125,31.76,6.953,0.9069,9.287,563140.5741,17885344.6334
格力电器,000651.SZ,20221124,31.22,6.8348,0.8914,9.4476,563140.5741,17581248.7234
格力电器,000651.SZ,20221123,31.2,6.8304,0.8909,9.4536,563140.5741,17569985.9119
格力电器,000651.SZ,20221122,31.29,6.8501,0.8934,9.4264,563140.5741,17620668.5636
格力电器,000651.SZ,20221121,31.1,6.8085,0.888,9.484,563140.5741,17513671.8545
格力电器,000651.SZ,20221118,31.76,6.953,0.9069,9.287,563140.5741,17885344.6334
格力电器,000651.SZ,20221117,31.75,6.9508,0.9066,9.2899,563140.5741,17879713.2277
格力电器,000651.SZ,20221116,31.73,6.9465,0.906,9.2957,563140.5741,17868450.4162
格力电器,000651.SZ,20221115,31.99,7.0034,0.9134,9.2202,563140.5741,18014866.9655
格力电器,000651.SZ,20221114,31.71,6.9421,0.9054,9.3016,563140.5741,17857187.6047
格力电器,000651.SZ,20221111,31.11,6.8107,0.8883,9.481,563140.5741,17519303.2603
格力电器,000651.SZ,20221110,30.12,6.594,0.86,9.7926,563140.5741,16961794.0919
格力电器,000651.SZ,20221109,30.26,6.6246,0.864,9.7473,563140.5741,17040633.7723
格力电器,000651.SZ,20221108,30.14,6.5984,0.8606,9.7861,563140.5741,16973056.9034
格力电器,000651.SZ,20221107,30.27,6.6268,0.8643,9.7441,563140.5741,17046265.178
格力电器,000651.SZ,20221104,30.16,6.6028,0.8612,9.7796,563140.5741,16984319.7149
格力电器,000651.SZ,20221103,29.29,6.4123,0.8363,10.0701,563140.5741,16494387.4154
格力电器,000651.SZ,20221102,29.55,6.4692,0.8438,9.9815,563140.5741,16640803.9647
格力电器,000651.SZ,20221101,29.37,6.4298,0.8386,10.0427,563140.5741,16539438.6613
格力电器,000651.SZ,20221031,28.67,6.2766,0.8186,10.2879,563140.5741,16145240.2594
格力电器,000651.SZ,20221028,30.19,6.7806,0.8853,9.7699,563140.5741,17001213.9321
格力电器,000651.SZ,20221027,30.41,6.83,0.8918,9.6992,563140.5741,17125104.8584
格力电器,000651.SZ,20221026,30.02,6.7424,0.8803,9.8252,563140.5741,16905480.0345
格力电器,000651.SZ,20221025,29.8,6.693,0.8739,9.8978,563140.5741,16781589.1082
格力电器,000651.SZ,20221024,29.98,6.7334,0.8791,9.8383,563140.5741,16882954.4115
格力电器,000651.SZ,20221021,30.6,6.8727,0.8973,9.639,563140.5741,17232101.5675
格力电器,000651.SZ,20221020,30.66,6.8861,0.8991,9.6201,563140.5741,17265890.0019
格力电器,000651.SZ,20221019,31.13,6.9917,0.9129,9.4749,563140.5741,17530566.0717
格力电器,000651.SZ,20221018,32.34,7.2635,0.9483,9.1204,563140.5741,18211966.1664
格力电器,000651.SZ,20221017,32.27,7.2477,0.9463,9.1402,563140.5741,18172546.3262
格力电器,000651.SZ,20221014,32.39,7.2747,0.9498,9.1063,563140.5741,18240123.1951
格力电器,000651.SZ,20221013,31.69,7.1175,0.9293,9.3075,563140.5741,17845924.7932
格力电器,000651.SZ,20221012,32.28,7.25,0.9466,9.1373,563140.5741,18178177.7319
格力电器,000651.SZ,20221011,31.94,7.1736,0.9366,9.2346,563140.5741,17986709.9368
格力电器,000651.SZ,20221010,32.2,7.232,0.9442,9.16,563140.5741,18133126.486
格力电器,000651.SZ,20220930,32.43,7.2837,0.951,9.0951,563140.5741,18262648.8181
格力电器,000651.SZ,20220929,32.55,7.3106,0.9545,9.0616,563140.5741,18330225.687
格力电器,000651.SZ,20220928,33.0,7.4117,0.9677,8.938,563140.5741,18583638.9453
格力电器,000651.SZ,20220927,33.45,7.5128,0.9809,8.8177,563140.5741,18837052.2036
格力电器,000651.SZ,20220926,32.86,7.3803,0.9636,8.9761,563140.5741,18504799.2649
格力电器,000651.SZ,20220923,33.08,7.4297,0.97,8.9164,563140.5741,18628690.1912
格力电器,000651.SZ,20220922,33.12,7.4386,0.9712,8.9056,563140.5741,18651215.8142
格力电器,000651.SZ,20220921,34.35,7.7149,1.0073,8.5867,563140.5741,19343878.7203
格力电器,000651.SZ,20220920,34.2,7.6812,1.0029,8.6244,563140.5741,19259407.6342
格力电器,000651.SZ,20220919,34.46,7.7396,1.0105,8.5593,563140.5741,19405824.1835
格力电器,000651.SZ,20220916,34.59,7.7688,1.0143,8.5271,563140.5741,19479032.4581
格力电器,000651.SZ,20220915,35.1,7.8834,1.0293,8.4032,563140.5741,19766234.1509
格力电器,000651.SZ,20220914,34.92,7.8429,1.024,8.4466,563140.5741,19664868.8476
格力电器,000651.SZ,20220913,35.15,7.8946,1.0307,8.3913,563140.5741,19794391.1796
格力电器,000651.SZ,20220909,34.67,7.7868,1.0167,8.5075,563140.5741,19524083.704
格力电器,000651.SZ,20220908,33.18,7.4521,0.973,8.8895,563140.5741,18685004.2486
格力电器,000651.SZ,20220907,32.97,7.405,0.9668,8.9461,563140.5741,18566744.7281
格力电器,000651.SZ,20220906,33.16,7.4476,0.9724,8.8949,563140.5741,18673741.4372
格力电器,000651.SZ,20220905,33.36,7.4926,0.9783,8.8415,563140.5741,18786369.552
格力电器,000651.SZ,20220902,33.02,7.4162,0.9683,8.9326,563140.5741,18594901.7568
格力电器,000651.SZ,20220901,32.85,7.378,0.9633,8.9788,563140.5741,18499167.8592
格力电器,000651.SZ,20220831,31.93,7.1714,0.9363,9.2375,563140.5741,17981078.531
格力电器,000651.SZ,20220830,30.55,7.2824,0.9058,9.6548,563140.5741,17203944.5388
格力电器,000651.SZ,20220829,30.33,7.2299,0.8992,9.7248,563140.5741,17080053.6125
格力电器,000651.SZ,20220826,30.15,7.187,0.8939,9.7829,563140.5741,16978688.3091
格力电器,000651.SZ,20220825,30.36,7.2371,0.9001,9.7152,563140.5741,17096947.8297
格力电器,000651.SZ,20220824,30.04,7.1608,0.8906,9.8187,563140.5741,16916742.846
格力电器,000651.SZ,20220823,30.23,7.2061,0.8963,9.757,563140.5741,17023739.555
格力电器,000651.SZ,20220822,30.49,7.2681,0.904,19.4306,563140.5741,17170156.1043
格力电器,000651.SZ,20220819,30.46,7.2609,0.9031,19.4497,563140.5741,17153261.8871
格力电器,000651.SZ,20220818,30.43,7.2538,0.9022,19.4689,563140.5741,17136367.6699
格力电器,000651.SZ,20220817,30.98,7.3849,0.9185,19.1232,563140.5741,17446094.9856
格力电器,000651.SZ,20220816,30.86,7.3563,0.915,19.1976,563140.5741,17378518.1167
格力电器,000651.SZ,20220815,30.89,7.3634,0.9158,19.1789,563140.5741,17395412.3339
格力电器,000651.SZ,20220812,30.89,7.3634,0.9158,19.1789,563140.5741,17395412.3339
格力电器,000651.SZ,20220811,30.83,7.3491,0.9141,19.2163,563140.5741,17361623.8995
格力电器,000651.SZ,20220810,30.42,7.2514,0.9019,19.4753,563140.5741,17130736.2641
格力电器,000651.SZ,20220809,30.61,7.2967,0.9075,19.3544,563140.5741,17237732.9732
格力电器,000651.SZ,20220808,30.55,7.2824,0.9058,19.3924,563140.5741,17203944.5388
格力电器,000651.SZ,20220805,30.73,7.3253,0.9111,19.2788,563140.5741,17305309.8421
格力电器,000651.SZ,20220804,32.16,7.6661,0.9535,12.3073,563140.5741,18110600.8631
格力电器,000651.SZ,20220803,31.82,7.5851,0.9434,12.4388,563140.5741,17919133.0679
格力电器,000651.SZ,20220802,31.86,7.5946,0.9446,12.4232,563140.5741,17941658.6908
格力电器,000651.SZ,20220801,33.01,7.8688,0.9787,11.9904,563140.5741,18589270.351
格力电器,000651.SZ,20220729,33.26,7.9284,0.9861,11.9002,563140.5741,18730055.4946
格力电器,000651.SZ,20220728,33.31,7.9403,0.9876,11.8824,563140.5741,18758212.5233
格力电器,000651.SZ,20220727,33.41,7.9641,0.9906,11.8468,563140.5741,18814526.5807
格力电器,000651.SZ,20220726,34.13,8.1357,1.0119,11.5969,563140.5741,19219987.794
格力电器,000651.SZ,20220725,34.23,8.1596,1.0149,11.563,563140.5741,19276301.8514
格力电器,000651.SZ,20220722,33.94,8.0904,1.0063,11.6618,563140.5741,19112991.085
格力电器,000651.SZ,20220721,33.95,8.0928,1.0066,11.6584,563140.5741,19118622.4907
格力电器,000651.SZ,20220720,34.11,8.131,1.0113,11.6037,563140.5741,19208724.9826
格力电器,000651.SZ,20220719,34.08,8.1238,1.0104,11.6139,563140.5741,19191830.7653
格力电器,000651.SZ,20220718,34.3,8.1763,1.0169,11.5394,563140.5741,19315721.6916
格力电器,000651.SZ,20220715,33.7,8.0332,0.9992,11.7449,563140.5741,18977837.3472
格力电器,000651.SZ,20220714,34.18,8.1477,1.0134,11.5799,563140.5741,19248144.8227
格力电器,000651.SZ,20220713,34.97,8.336,1.0368,11.3183,563140.5741,19693025.8763
格力电器,000651.SZ,20220712,34.93,8.3264,1.0356,11.3313,563140.5741,19670500.2533
格力电器,000651.SZ,20220711,33.99,8.1024,1.0078,11.6447,563140.5741,19141148.1137
格力电器,000651.SZ,20220708,33.4,7.9617,0.9903,11.8504,563140.5741,18808895.1749
格力电器,000651.SZ,20220707,32.89,7.8402,0.9751,12.0341,563140.5741,18521693.4821
格力电器,000651.SZ,20220706,32.81,8.2142,1.0217,11.4861,591446.904,19405372.9202
格力电器,000651.SZ,20220705,33.17,8.3043,1.0329,11.3614,591446.904,19618293.8057
格力电器,000651.SZ,20220704,33.64,8.422,1.0475,11.2027,591446.904,19896273.8506
格力电器,000651.SZ,20220701,33.45,8.3744,1.0416,11.2663,591446.904,19783898.9388
格力电器,000651.SZ,20220630,33.72,8.442,1.05,11.1761,591446.904,19943589.6029
格力电器,000651.SZ,20220629,33.27,8.3294,1.036,11.3273,591446.904,19677438.4961
格力电器,000651.SZ,20220628,33.45,8.3744,1.0416,11.2663,591446.904,19783898.9388
格力电器,000651.SZ,20220627,33.25,8.3244,1.0354,11.3341,591446.904,19665609.558
格力电器,000651.SZ,20220624,33.9,8.4871,1.0556,11.1168,591446.904,20050050.0456
格力电器,000651.SZ,20220623,32.25,8.074,1.0042,11.6856,591446.904,19074162.654
