证券简称,ts_code,trade_date,close,pe_ttm,ps_ttm,dv_ttm,total_share,total_mv
海利尔,603639.SH,20230208,25.91,15.4865,1.7924,3.8645,34023.0446,881537.0856
海利尔,603639.SH,20230207,26.47,15.8212,1.8311,3.7827,34023.0446,900589.9906
海利尔,603639.SH,20230206,26.29,15.7136,1.8187,3.8086,34023.0446,894465.8425
海利尔,603639.SH,20230203,25.73,15.3789,1.78,3.8915,34023.0446,875412.9376
海利尔,603639.SH,20230202,26.25,15.6897,1.8159,3.8144,34023.0446,893104.9208
海利尔,603639.SH,20230201,27.23,16.2755,1.8837,3.6771,34023.0446,926447.5045
海利尔,603639.SH,20230131,27.36,16.3532,1.8927,3.6597,34023.0446,930870.5003
海利尔,603639.SH,20230130,27.25,16.2874,1.8851,3.6744,34023.0446,927127.9654
海利尔,603639.SH,20230120,26.95,16.1081,1.8644,3.7153,34023.0446,916921.052
海利尔,603639.SH,20230119,26.39,15.7734,1.8256,3.7942,34023.0446,897868.147
海利尔,603639.SH,20230118,26.5,15.8391,1.8332,3.7784,34023.0446,901610.6819
海利尔,603639.SH,20230117,26.26,15.6957,1.8166,3.813,34023.0446,893445.1512
海利尔,603639.SH,20230116,26.3,15.7196,1.8194,3.8072,34023.0446,894806.073
海利尔,603639.SH,20230113,25.73,15.3789,1.78,3.8915,34023.0446,875412.9376
海利尔,603639.SH,20230112,26.15,15.63,1.809,3.829,34023.0446,889702.6163
海利尔,603639.SH,20230111,26.12,15.612,1.8069,3.8334,34023.0446,888681.925
海利尔,603639.SH,20230110,26.16,15.6359,1.8097,3.8275,34023.0446,890042.8467
海利尔,603639.SH,20230109,26.29,15.7338,1.821,3.8037,34066.7866,895615.8197
海利尔,603639.SH,20230106,26.47,15.8416,1.8335,3.7779,34066.7866,901747.8413
海利尔,603639.SH,20230105,26.18,15.668,1.8134,3.8197,34066.7866,891868.4732
海利尔,603639.SH,20230104,26.27,15.7219,1.8196,3.8066,34066.7866,894934.484
海利尔,603639.SH,20230103,26.0,15.5603,1.8009,3.8462,34066.7866,885736.4516
海利尔,603639.SH,20221230,25.54,15.285,1.7691,3.9154,34066.7866,870065.7298
海利尔,603639.SH,20221229,25.07,15.0037,1.7365,3.9888,34066.7866,854054.3401
海利尔,603639.SH,20221228,25.3,15.1413,1.7525,3.9526,34066.7866,861889.701
海利尔,603639.SH,20221227,25.32,15.1533,1.7538,3.9494,34066.7866,862571.0367
海利尔,603639.SH,20221226,24.71,14.7882,1.7116,4.0469,34066.7866,841790.2969
海利尔,603639.SH,20221223,23.61,14.1299,1.6354,4.2355,34066.7866,804316.8316
海利尔,603639.SH,20221222,24.59,14.7164,1.7033,4.0667,34066.7866,837702.2825
海利尔,603639.SH,20221221,24.99,14.9558,1.731,4.0016,34066.7866,851328.9971
