证券简称,ts_code,trade_date,close,pe_ttm,ps_ttm,dv_ttm,total_share,total_mv
先导智能,300450.SZ,20230208,46.46,32.3951,5.1645,1.0745,156616.3034,7276393.456
先导智能,300450.SZ,20230207,46.6,32.4927,5.1801,1.0713,156616.3034,7298319.7384
先导智能,300450.SZ,20230206,46.31,32.2905,5.1479,1.078,156616.3034,7252901.0105
先导智能,300450.SZ,20230203,47.7,33.2597,5.3024,1.0466,156616.3034,7470597.6722
先导智能,300450.SZ,20230202,47.81,33.3364,5.3146,1.0442,156616.3034,7487825.4656
先导智能,300450.SZ,20230201,48.45,33.7826,5.3858,1.0304,156616.3034,7588059.8997
先导智能,300450.SZ,20230131,46.13,32.165,5.1279,1.0822,156616.3034,7224710.0758
先导智能,300450.SZ,20230130,46.41,32.3602,5.159,1.0757,156616.3034,7268562.6408
先导智能,300450.SZ,20230120,44.62,31.1121,4.96,1.1189,156616.3034,6988219.4577
先导智能,300450.SZ,20230119,44.55,31.0633,4.9522,1.1206,156616.3034,6977256.3165
先导智能,300450.SZ,20230118,43.66,30.4427,4.8533,1.1435,156616.3034,6837867.8064
先导智能,300450.SZ,20230117,43.88,30.5961,4.8778,1.1377,156616.3034,6872323.3932
先导智能,300450.SZ,20230116,43.32,30.2057,4.8155,1.1524,156616.3034,6784618.2633
先导智能,300450.SZ,20230113,43.06,30.0244,4.7866,1.1594,156616.3034,6743898.0244
先导智能,300450.SZ,20230112,43.31,30.1987,4.8144,1.1527,156616.3034,6783052.1003
先导智能,300450.SZ,20230111,41.81,29.1528,4.6476,1.194,156616.3034,6548127.6452
先导智能,300450.SZ,20230110,43.02,29.9965,4.7822,1.1605,156616.3034,6737633.3723
先导智能,300450.SZ,20230109,43.17,30.1011,4.7988,1.1564,156616.3034,6761125.8178
先导智能,300450.SZ,20230106,40.06,27.9326,4.4531,1.2462,156616.3034,6274049.1142
先导智能,300450.SZ,20230105,40.26,28.072,4.4753,1.24,156616.3034,6305372.3749
先导智能,300450.SZ,20230104,40.21,28.0372,4.4698,1.2416,156616.3034,6297541.5597
先导智能,300450.SZ,20230103,41.16,28.6996,4.5754,1.2129,156616.3034,6446327.0479
