,证券代码,证券简称,上市年份,日期,收盘价,股息率,PE_TTM,距离买点%,距离卖点%,标准差倍数,买入日期,买入价格,买入PE,盈亏%
0,600887.SH,伊利股份,1996,20230410,28.86,3.327,20.9338,8.0%,57.5%,1.75,,,,
1,002507.SZ,涪陵榨菜,2010,20230410,25.12,1.3933,24.8081,9.5%,45.5%,1.75,20230203.0,26.743,25.28,-6.07
2,000895.SZ,双汇发展,1998,20230410,25.95,7.3141,15.9953,14.5%,58.0%,1.5,20230208.0,25.173,15.86,3.09
3,002841.SZ,视源股份,2017,20230410,76.19,1.1228,25.8187,50.5%,47.0%,2.0,20230209.0,64.33,21.91,18.44
4,603338.SH,浙江鼎力,2015,20230410,55.9,0.6082,22.5135,89.0%,32.0%,2.25,20230130.0,51.596,,8.34
5,600276.SH,恒瑞医药,2000,20230410,46.27,0.3457,84.4171,139.5%,83.0%,2.0,20210810.0,57.559,56.74,-19.61
6,300529.SZ,健帆生物,2016,20230410,31.92,2.7809,28.9838,151.0%,31.0%,1.75,20230202.0,34.897,23.21,-8.53
7,603387.SH,基蛋生物,2017,20230410,13.5,1.7989,13.8941,158.5%,34.5%,2.0,20230217.0,13.253,10.88,1.86
