,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
45,603868.SH,飞科电器,2016,,20230321,77.88,1.284,1.54,38.5548,110.5%,88.0%,28.59,22.22~44.7,15.54~42.46,,1.75,1.2,71.06,27.71,,,
46,600276.SH,恒瑞医药,2000,长期,20230321,41.6,0.3845,0.46,75.8969,116.0%,74.5%,21.4,31.99~103.09,38.9~99.0,,2.0,0.19,17.99,10.67,20210810.0,57.559,56.74
47,603338.SH,浙江鼎力,2015,长期,20230321,55.29,0.6149,0.61,27.1534,118.5%,39.0%,19.68,10.38~72.84,15.4~66.16,,2.25,0.34,19.81,31.38,20230130.0,51.596,
48,002236.SZ,大华股份,2008,,20230321,19.07,1.3978,1.0,21.6438,120.5%,90.5%,21.5,10.7~21.84,9.04~26.18,,2.25,0.19,18.56,47.45,,,
49,300638.SZ,广和通,2017,,20230321,21.01,0.6242,1.24,36.4627,130.0%,40.5%,20.09,14.83~85.61,16.91~92.07,,2.5,0.26,26.93,46.39,,,
50,300726.SZ,宏达电子,2017,,20230321,45.0,1.3333,0.62,22.0907,141.0%,29.0%,20.73,7.56~76.34,11.59~72.97,,2.25,0.28,29.87,12.76,,,
51,002271.SZ,东方雨虹,2008,,20230321,33.42,0.8941,0.81,26.4538,145.0%,57.5%,22.73,16.19~46.41,8.07~44.95,,2.25,0.27,20.63,51.15,,,
52,600809.SH,山西汾酒,1994,长期,20230321,272.35,0.6609,0.31,44.0517,154.5%,42.0%,30.23,28.0~109.22,12.48~98.6,,1.75,0.85,37.42,47.02,,,
53,002833.SZ,弘亚数控,2016,,20230321,17.97,2.0669,2.78,16.0331,165.0%,45.0%,24.75,5.22~36.54,7.18~34.06,,2.0,0.5,27.21,23.72,,,
54,300450.SZ,先导智能,2015,,20230321,39.23,1.2726,0.74,27.3538,167.5%,22.5%,21.81,7.73~138.81,14.96~104.7,修正标准差,2.25,0.29,31.15,57.7,,,
55,603444.SH,吉比特,2017,,20230321,395.0,7.5949,2.31,22.2694,174.0%,53.5%,29.83,8.43~43.29,7.83~39.11,,1.75,9.12,67.13,23.01,,,
56,300630.SZ,普利制药,2017,,20230321,26.76,0.7148,0.71,24.2312,212.5%,27.5%,23.04,11.07~74.61,5.94~103.2,,2.25,0.19,20.24,30.0,,,
57,603638.SH,艾迪精密,2017,,20230321,17.76,0.6768,1.01,60.9192,214.0%,68.0%,21.72,28.87~91.27,14.59~86.95,,2.25,0.18,23.53,29.89,,,
58,002901.SZ,大博医疗,2017,,20230321,38.87,1.296,1.44,37.2342,223.0%,49.0%,30.19,9.35~78.01,14.97~72.33,,1.75,0.56,48.95,17.49,,,
59,600690.SH,海尔智家,1993,,20230321,23.83,1.9103,1.59,15.2123,231.0%,42.5%,19.31,5.86~37.5,3.77~33.15,,2.0,0.38,34.95,66.12,,,
60,000651.SZ,格力电器,1996,长期,20230321,37.62,10.4902,5.48,8.2359,316.0%,36.0%,23.67,1.47~24.13,3.02~21.56,,2.0,2.06,46.15,61.2,,,
61,300595.SZ,欧普康视,2017,,20230321,32.61,0.4262,0.49,47.2927,318.0%,27.5%,26.56,19.23~179.51,8.0~158.52,,2.0,0.16,19.24,11.79,,,
62,300571.SZ,平治信息,2016,,20230321,37.79,0.2911,0.58,28.3154,510.5%,67.0%,32.07,13.91~34.29,2.78~54.06,,2.25,0.22,14.21,56.17,,,
63,600763.SH,通策医疗,1996,,20230321,134.56,,0.06,72.1633,706.5%,35.5%,20.27,18.69~214.41,5.88~187.56,,2.0,0.08,17.52,34.43,,,
64,600309.SH,万华化学,2001,长期,20230321,98.02,2.5505,1.75,18.9581,1550.5%,51.5%,35.67,2.1~38.92,0.79~34.03,,1.75,1.72,41.66,56.12,,,
65,603180.SH,金牌厨柜,2017,,20230321,39.8,2.6655,2.34,22.297,2689.0%,68.0%,21.88,8.25~27.19,0.42~40.84,,2.25,0.93,32.75,48.19,,,
