,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
11,300482.SZ,万孚生物,2015,,20230404,31.05,0.9621,1.13,11.5309,26.5%,17.5%,21.49,8.49~59.41,9.69~67.85,修正标准差,2.25,0.35,27.39,24.92,,,
12,000049.SZ,德赛电池,1995,,20230404,41.89,1.7959,1.41,13.8098,29.5%,53.0%,25.27,10.31~26.55,10.88~25.12,,2.0,0.59,23.65,70.97,,,
13,300357.SZ,我武生物,2014,,20230404,47.03,0.4274,0.51,63.0395,30.5%,49.5%,24.02,54.68~131.84,43.04~120.52,,1.5,0.24,31.29,5.72,,,
14,000333.SZ,美的集团,2013,长期,20230404,54.63,3.0549,2.71,12.9183,33.0%,51.5%,25.21,9.23~25.77,10.12~23.94,,1.75,1.48,43.94,65.34,,,
15,002884.SZ,凌霄泵业,2017,,20230404,15.91,6.2854,7.04,12.0956,33.0%,51.5%,20.71,10.31~23.69,8.08~23.06,,2.0,1.12,74.54,8.45,,,
16,600298.SH,安琪酵母,2000,长期,20230404,40.92,1.1709,1.03,26.9131,33.5%,59.5%,21.99,21.09~46.11,19.12~43.48,,2.0,0.42,34.31,46.8,,,
17,002508.SZ,老板电器,2010,,20230404,28.99,1.7158,2.1,22.4997,42.5%,90.5%,24.01,16.99~24.99,14.7~24.46,,1.5,0.61,39.35,34.91,,,
18,000538.SZ,云南白药,1993,长期,20230404,55.57,2.0559,4.32,33.2714,46.5%,84.5%,14.5,23.33~39.91,21.89~38.43,,1.75,2.4,73.32,29.85,,,
19,002841.SZ,视源股份,2017,,20230404,78.78,1.0859,0.96,26.6964,55.0%,48.5%,32.54,15.87~51.37,18.74~57.46,,2.0,0.76,34.38,47.02,20230209.0,64.33,21.91
20,603899.SH,晨光股份,2015,长期,20230404,49.6,1.2107,0.83,35.8498,55.5%,53.5%,26.23,21.82~70.26,24.27~63.81,,1.75,0.41,35.76,39.98,,,
21,603866.SH,桃李面包,2015,,20230404,15.71,2.728,5.6,32.7205,55.5%,61.0%,18.9,19.17~53.07,23.12~53.64,,2.0,0.88,78.95,16.76,,,
22,600436.SH,片仔癀,2003,长期,20230404,288.98,0.4187,0.27,70.613,57.0%,58.5%,24.1,54.44~125.98,38.04~114.88,,1.5,0.79,31.76,20.16,,,
23,002304.SZ,洋河股份,2009,,20230404,165.43,1.8128,1.78,26.6148,61.0%,64.0%,21.82,19.84~42.86,14.11~40.31,,1.75,2.95,59.95,32.33,,,
24,300015.SZ,爱尔眼科,2009,长期,20230404,30.08,0.3005,0.6,80.6416,61.0%,45.5%,20.49,54.64~185.82,45.86~166.58,,1.75,0.18,41.94,39.14,,,
25,002867.SZ,周大生,2017,,20230404,15.11,3.278,3.31,14.4067,62.5%,56.0%,21.77,8.29~25.17,9.45~25.83,,2.0,0.5,38.02,21.25,,,
26,600085.SH,同仁堂,1997,长期,20230404,56.36,0.5145,0.66,54.212,63.5%,100.5%,11.77,36.02~54.14,30.54~53.6,,1.75,0.37,48.2,30.18,,,
27,603833.SH,欧派家居,2017,,20230404,127.0,1.378,0.91,30.4265,65.5%,65.0%,22.46,19.29~46.93,17.42~45.88,,2.0,1.16,30.31,35.64,,,
28,603360.SH,百傲化学,2017,,20230404,16.5,,3.45,10.0211,68.0%,37.5%,23.28,9.06~20.88,4.42~34.7,,2.0,0.57,64.62,18.77,,,
29,600612.SH,老凤祥,1992,,20230404,54.9,2.6412,2.19,16.8902,69.5%,80.0%,21.21,9.45~20.37,10.45~21.55,,2.0,1.2,45.31,51.38,,,
30,600600.SH,青岛啤酒,1993,长期,20230404,122.03,0.9016,0.54,44.865,71.0%,70.0%,10.23,28.2~65.56,24.48~61.98,,2.0,0.66,44.87,46.37,,,
31,000661.SZ,长春高新,1996,长期,20230404,162.76,0.4885,0.52,15.9103,74.0%,20.5%,24.93,10.18~71.23,8.26~79.56,修正标准差,1.75,0.84,12.95,28.62,,,
32,601318.SH,中国平安,2007,长期,20230404,45.57,5.2259,2.92,9.9438,81.5%,72.0%,18.87,5.19~13.23,5.76~14.38,,2.25,1.33,19.94,89.53,,,
33,000858.SZ,五粮液,1998,长期,20230404,196.15,1.5412,1.1,29.2399,84.0%,51.5%,23.54,18.27~58.59,14.0~53.3,,1.75,2.16,50.18,24.79,,,
34,603589.SH,口子窖,2015,,20230404,70.92,2.104,1.82,23.9263,87.5%,73.0%,23.49,12.87~33.01,12.54~31.98,,2.0,1.29,51.89,28.32,,,
35,603369.SH,今世缘,2014,,20230404,66.35,0.8838,0.62,34.5121,91.0%,74.5%,20.74,20.46~47.56,16.09~44.31,,1.75,0.41,35.75,30.0,,,
36,002415.SZ,海康威视,2010,,20230404,44.91,2.0188,1.56,32.7846,92.0%,82.5%,30.75,16.51~40.63,17.6~38.42,,1.5,0.7,51.53,39.23,,,
37,603605.SH,珀莱雅,2017,,20230404,175.43,0.3476,0.33,70.3371,93.0%,74.5%,20.52,56.53~90.95,26.75~96.51,,2.0,0.58,30.36,35.45,,,
38,603707.SH,健友股份,2017,,20230404,16.03,0.7198,1.12,23.1105,94.0%,31.0%,21.5,11.37~72.87,12.43~72.53,,2.25,0.18,22.01,35.86,,,
39,603848.SH,好太太,2017,,20230404,14.54,1.7194,1.58,22.9438,96.5%,76.0%,20.09,13.97~25.57,10.01~36.13,,2.0,0.23,34.0,21.27,,,
40,002916.SZ,深南电路,2017,,20230404,92.26,1.0297,0.93,28.8572,100.0%,46.0%,21.79,12.89~59.89,16.25~64.45,,2.25,0.86,31.74,53.79,,,
41,603043.SH,广州酒家,2017,,20230404,30.01,1.3293,1.23,32.8006,113.5%,74.5%,21.02,14.28~45.46,16.53~42.25,,2.0,0.37,38.18,26.29,,,
42,603868.SH,飞科电器,2016,,20230404,81.62,1.2252,1.47,40.4063,119.0%,92.0%,28.59,22.68~44.7,15.53~42.61,,1.75,1.2,71.06,27.71,,,
43,603338.SH,浙江鼎力,2015,长期,20230404,54.44,0.6245,0.62,26.736,121.5%,38.0%,19.68,9.99~72.89,15.12~66.16,,2.25,0.34,19.81,31.38,20230130.0,51.596,
44,600276.SH,恒瑞医药,2000,长期,20230404,43.15,0.3707,0.44,78.7248,123.5%,77.5%,21.4,32.03~103.17,38.94~98.96,,2.0,0.19,17.99,10.67,20210810.0,57.559,56.74
45,300529.SZ,健帆生物,2016,,20230404,30.26,2.9335,2.25,27.4765,132.5%,29.5%,30.4,8.49~95.17,19.22~88.6,,1.75,0.68,60.1,17.78,20230202.0,34.897,23.21
46,600809.SH,山西汾酒,1994,长期,20230404,267.36,0.6732,0.32,43.2446,150.0%,41.0%,30.23,28.17~109.11,12.43~98.53,,1.75,0.85,37.42,47.02,,,
47,002271.SZ,东方雨虹,2008,,20230404,34.65,0.8623,0.78,27.4275,153.5%,60.0%,22.73,16.29~46.37,8.07~44.91,,2.25,0.27,20.63,51.15,,,
48,603387.SH,基蛋生物,2017,,20230404,13.36,1.8178,2.92,13.75,154.0%,34.5%,21.38,4.97~36.91,5.91~42.41,,2.0,0.39,30.7,18.17,20230217.0,13.253,10.88
49,300726.SZ,宏达电子,2017,,20230404,46.88,1.2799,0.6,22.6686,158.5%,30.0%,20.73,7.07~76.47,11.5~72.32,,2.25,0.28,29.87,12.76,,,
50,002833.SZ,弘亚数控,2016,,20230404,17.72,2.0961,2.82,15.8101,162.0%,44.5%,24.75,5.2~36.52,7.16~33.86,,2.0,0.5,27.21,23.72,,,
51,300638.SZ,广和通,2017,,20230404,24.39,0.5377,1.07,42.3287,170.5%,47.5%,20.09,14.59~85.51,16.83~91.65,,2.5,0.26,26.93,46.39,,,
52,300450.SZ,先导智能,2015,,20230404,38.77,1.2877,0.75,27.0331,191.0%,22.0%,21.81,6.74~139.22,14.89~104.23,修正标准差,2.25,0.29,31.15,57.7,,,
53,603638.SH,艾迪精密,2017,,20230404,16.97,0.7083,1.06,58.2094,197.5%,64.5%,21.72,29.36~91.22,14.64~87.1,,2.25,0.18,23.53,29.89,,,
54,002236.SZ,大华股份,2008,,20230404,25.67,1.0384,0.74,29.1346,199.0%,120.5%,21.5,10.33~22.47,9.2~25.96,,2.25,0.19,18.56,47.45,,,
55,600690.SH,海尔智家,1993,,20230404,22.0,2.0693,1.73,14.1273,204.0%,39.5%,19.31,6.03~37.41,3.77~33.13,,2.0,0.38,34.95,66.12,,,
56,002901.SZ,大博医疗,2017,,20230404,36.08,1.3963,1.55,34.5616,205.0%,45.5%,30.19,9.14~77.66,14.86~72.18,,1.75,0.56,48.95,17.49,,,
57,603444.SH,吉比特,2017,,20230404,535.88,5.5982,1.7,26.3623,224.0%,64.0%,29.83,8.38~43.12,7.88~39.12,,1.75,9.12,67.13,23.01,,,
58,300630.SZ,普利制药,2017,,20230404,26.99,0.7087,0.7,24.4395,226.5%,27.5%,23.04,10.55~74.23,5.79~102.27,,2.25,0.19,20.24,30.0,,,
59,300595.SZ,欧普康视,2017,,20230404,32.69,0.4252,0.49,46.8978,324.5%,27.5%,26.56,18.24~179.76,7.92~158.46,,2.0,0.16,19.24,11.79,,,
60,000651.SZ,格力电器,1996,长期,20230404,37.03,10.6574,5.56,8.1068,332.5%,35.0%,23.67,1.37~24.13,2.95~21.53,,2.0,2.06,46.15,61.2,,,
61,300571.SZ,平治信息,2016,,20230404,47.78,0.2302,0.46,35.8008,512.0%,84.5%,32.07,13.72~34.76,3.71~52.65,,2.25,0.22,14.21,56.17,,,
62,603180.SH,金牌厨柜,2017,,20230404,40.3,2.6324,2.31,22.5771,636.0%,70.0%,21.88,8.28~27.3,1.88~38.82,,2.25,0.93,32.75,48.19,,,
63,600763.SH,通策医疗,1996,,20230404,127.07,,0.06,68.1465,656.5%,33.5%,20.27,18.51~214.37,5.95~187.45,,2.0,0.08,17.52,34.43,,,
64,600309.SH,万华化学,2001,长期,20230404,94.98,2.6321,1.81,18.3701,1367.0%,50.5%,35.67,2.23~38.93,0.87~33.97,,1.75,1.72,41.66,56.12,,,
65,601155.SH,新城控股,2015,,20230404,16.13,,7.94,26.103,1594.0%,262.5%,33.68,1.67~8.81,1.43~11.37,,2.25,1.28,28.97,85.18,,,
