,证券代码,证券简称,上市年份,日期,收盘价,股息率,PE_TTM,距离买点%,距离卖点%,标准差倍数,买入日期,买入价格,买入PE,盈亏%
0,600887.SH,伊利股份,1996,20230407,29.14,3.2951,21.1369,9.0%,58.0%,1.75,,,,
1,002507.SZ,涪陵榨菜,2010,20230407,25.34,1.3812,25.0254,10.0%,45.5%,1.75,20230203.0,26.743,25.28,-5.25
2,000895.SZ,双汇发展,1998,20230407,26.08,7.2776,16.0755,15.0%,58.0%,1.5,20230208.0,25.173,15.86,3.6
3,002841.SZ,视源股份,2017,20230407,78.2,1.094,26.4998,54.0%,48.5%,2.0,20230209.0,64.33,21.91,21.56
4,603338.SH,浙江鼎力,2015,20230407,56.29,0.604,27.6445,131.0%,39.0%,2.25,20230130.0,51.596,,9.1
5,600276.SH,恒瑞医药,2000,20230407,45.15,0.3543,82.3737,134.0%,81.0%,2.0,20210810.0,57.559,56.74,-21.56
6,300529.SZ,健帆生物,2016,20230407,32.18,2.7585,29.2198,151.0%,31.0%,1.75,20230202.0,34.897,23.21,-7.79
7,603387.SH,基蛋生物,2017,20230407,13.59,1.787,13.9867,159.5%,35.0%,2.0,20230217.0,13.253,10.88,2.54
