,证券代码,证券简称,上市年份,日期,收盘价,股息率,PE_TTM,距离买点%,距离卖点%,标准差倍数,买入日期,买入价格,买入PE,盈亏%
0,600887.SH,伊利股份,1996,20230328,29.0,3.311,21.0353,7.5%,58.0%,1.75,,,,
1,002507.SZ,涪陵榨菜,2010,20230328,25.38,1.379,25.0649,9.0%,45.5%,1.75,20230203.0,26.743,25.28,-5.1
2,000895.SZ,双汇发展,1998,20230328,25.49,7.4461,16.1194,14.5%,58.5%,1.5,20230208.0,25.173,15.86,1.26
3,002841.SZ,视源股份,2017,20230328,76.81,1.1138,26.0288,50.5%,47.5%,2.0,20230209.0,64.33,21.91,19.4
4,300529.SZ,健帆生物,2016,20230328,30.62,2.899,20.4875,68.0%,22.0%,1.75,20230202.0,34.897,23.21,-12.26
5,603387.SH,基蛋生物,2017,20230328,13.93,1.7434,11.3749,107.0%,28.0%,2.0,20230217.0,13.253,10.88,5.11
6,603338.SH,浙江鼎力,2015,20230328,52.65,0.6458,25.8569,111.0%,37.0%,2.25,20230130.0,51.596,,2.04
7,600276.SH,恒瑞医药,2000,20230328,43.0,0.372,78.4511,123.0%,77.5%,2.0,20210810.0,57.559,56.74,-25.29
