,证券代码,证券简称,上市年份,日期,收盘价,股息率,PE_TTM,距离买点%,距离卖点%,标准差倍数,买入日期,买入价格,买入PE,盈亏%
0,002507.SZ,涪陵榨菜,2010,20230320,24.18,1.4475,23.8798,3.5%,43.5%,1.75,20230203.0,26.743,25.28,-9.58
1,600887.SH,伊利股份,1996,20230320,28.54,3.3643,20.7016,5.5%,57.0%,1.75,,,,
2,000895.SZ,双汇发展,1998,20230320,24.8,7.6532,15.683,11.0%,57.0%,1.5,20230208.0,25.173,15.86,-1.48
3,002841.SZ,视源股份,2017,20230320,71.93,1.1893,24.3751,40.0%,44.5%,2.0,20230209.0,64.33,21.91,11.81
4,300529.SZ,健帆生物,2016,20230320,30.06,2.953,20.1128,56.5%,21.5%,1.75,20230202.0,34.897,23.21,-13.86
5,603387.SH,基蛋生物,2017,20230320,13.27,1.8301,10.8359,92.5%,27.0%,2.0,20230217.0,13.253,10.88,0.13
6,600276.SH,恒瑞医药,2000,20230320,40.4,0.396,73.7076,109.5%,72.5%,2.0,20210810.0,57.559,56.74,-29.81
7,603338.SH,浙江鼎力,2015,20230320,54.61,0.6226,26.8195,115.0%,38.0%,2.25,20230130.0,51.596,,5.84
