,证券代码,证券简称,上市年份,日期,收盘价,股息率,PE_TTM,距离买点%,距离卖点%,标准差倍数,买入日期,买入价格,买入PE,盈亏%
0,002507.SZ,涪陵榨菜,2010,20230324,25.12,1.3933,24.8081,7.5%,45.5%,1.75,20230203.0,26.743,25.28,-6.07
1,600887.SH,伊利股份,1996,20230324,29.13,3.2962,21.1296,8.0%,58.0%,1.75,,,,
2,000895.SZ,双汇发展,1998,20230324,25.38,7.4783,16.0498,14.0%,58.0%,1.5,20230208.0,25.173,15.86,0.82
3,002841.SZ,视源股份,2017,20230324,82.15,1.0414,27.8384,60.5%,51.0%,2.0,20230209.0,64.33,21.91,27.7
4,300529.SZ,健帆生物,2016,20230324,30.74,2.8877,20.5678,65.5%,22.0%,1.75,20230202.0,34.897,23.21,-11.91
5,603387.SH,基蛋生物,2017,20230324,13.64,1.7805,11.1381,101.5%,28.0%,2.0,20230217.0,13.253,10.88,2.92
6,603338.SH,浙江鼎力,2015,20230324,53.72,0.6329,26.3824,114.0%,37.5%,2.25,20230130.0,51.596,,4.12
7,600276.SH,恒瑞医药,2000,20230324,41.7,0.3836,76.0794,116.0%,74.5%,2.0,20210810.0,57.559,56.74,-27.55
