,证券代码,证券简称,上市年份,日期,收盘价,股息率,PE_TTM,距离买点%,距离卖点%,标准差倍数,买入日期,买入价格,买入PE,盈亏%
0,002507.SZ,涪陵榨菜,2010,20230227,25.52,1.3715,25.2031,6.5%,46.5%,1.75,20230203.0,26.743,25.28,-4.57
1,000895.SZ,双汇发展,1998,20230227,26.5,7.1623,16.7581,17.0%,60.5%,1.5,20230208.0,25.173,15.86,5.27
2,002841.SZ,视源股份,2017,20230227,69.05,1.2389,23.3992,30.5%,42.5%,2.0,20230209.0,64.33,21.91,7.34
3,300529.SZ,健帆生物,2016,20230227,32.11,2.7645,21.4845,48.5%,23.0%,1.75,20230202.0,34.897,23.21,-7.99
4,603387.SH,基蛋生物,2017,20230227,13.15,1.8468,10.7379,78.0%,26.0%,2.0,20230217.0,13.253,10.88,-0.78
5,603338.SH,浙江鼎力,2015,20230227,58.22,0.584,28.5924,119.5%,41.0%,2.25,20230130.0,51.596,,12.84
6,600276.SH,恒瑞医药,2000,20230227,43.13,0.3709,78.6883,124.0%,77.5%,2.0,20210810.0,57.559,56.74,-25.07
