,证券代码,证券简称,上市年份,日期,收盘价,股息率,PE_TTM,距离买点%,距离卖点%,标准差倍数,买入日期,买入价格,买入PE,盈亏%
0,002507.SZ,涪陵榨菜,2010,20230321,24.68,1.4182,24.3736,5.0%,44.5%,1.75,20230203.0,26.743,25.28,-7.71
1,600887.SH,伊利股份,1996,20230321,28.98,3.3133,21.0208,7.5%,58.0%,1.75,,,,
2,000895.SZ,双汇发展,1998,20230321,25.21,7.5288,15.9423,13.0%,58.0%,1.5,20230208.0,25.173,15.86,0.15
3,002841.SZ,视源股份,2017,20230321,77.45,1.1046,26.2457,50.5%,48.0%,2.0,20230209.0,64.33,21.91,20.39
4,300529.SZ,健帆生物,2016,20230321,30.83,2.8793,20.628,61.5%,22.0%,1.75,20230202.0,34.897,23.21,-11.65
5,603387.SH,基蛋生物,2017,20230321,13.55,1.7923,11.0646,97.0%,27.0%,2.0,20230217.0,13.253,10.88,2.24
6,600276.SH,恒瑞医药,2000,20230321,41.6,0.3845,75.8969,116.0%,74.5%,2.0,20210810.0,57.559,56.74,-27.73
7,603338.SH,浙江鼎力,2015,20230321,55.29,0.6149,27.1534,118.5%,39.0%,2.25,20230130.0,51.596,,7.16
