ts_code,year,roe,营业总收入(亿),净利润(亿),股本(万),每股分红,负债率,分红金额(亿),分红率,净利润率
603605.SH,2021,21.8703,46.3315,5.7514,20100.9966,0.86,37.69,1.7287,30.06,12.41
603605.SH,2020,21.5329,37.5239,4.7595,20111.6925,0.72,31.76,1.448,30.42,12.68
603605.SH,2019,21.0893,31.2352,3.928,20126.956,0.59,30.52,1.1875,30.23,12.58
603605.SH,2018,18.2169,23.6125,2.872,20128.58,0.43,40.62,0.8655,30.14,12.16
603605.SH,2017,19.8866,17.8303,2.0045,20000.0,0.31,36.68,0.62,30.93,11.24
