ts_code,行业,上市年份,year,roe,营业总收入(亿),净利润(亿),股本(万),每股分红,负债率,分红金额(亿),分红率,净利润率
603369.SH,白酒,2014,2021,23.105,64.0846,20.2756,124680.0037,0.59,35.59,7.3561,36.28,31.64
603369.SH,白酒,2014,2020,20.2526,51.2159,15.7542,125450.0,0.45,30.24,5.6452,35.83,30.76
603369.SH,白酒,2014,2019,21.9247,48.736,14.6204,125450.0,0.41,28.38,5.1434,35.18,30.0
603369.SH,白酒,2014,2018,20.2643,37.4092,11.4554,125450.0,0.33,28.86,4.1398,36.14,30.62
603369.SH,白酒,2014,2017,18.141,29.575,8.8733,125450.0,0.25,26.92,3.1362,35.34,30.0
603369.SH,白酒,2014,2016,17.441,25.5438,7.8652,125450.0,0.19,25.21,2.3836,30.3,30.79
603369.SH,白酒,2014,2015,18.0852,24.2492,6.8525,50180.0,0.41,25.47,2.0574,30.02,28.26
603369.SH,白酒,2014,2014,22.1395,23.9974,6.4562,50180.0,0.3705,20.95,1.8592,28.8,26.9
