ts_code,year,roe,营业总收入(亿),净利润(亿),股本(万),每股分红,负债率,分红金额(亿),分红率,净利润率
002867.SZ,2021,21.9212,91.552,12.1987,108562.7465,0.5,17.37,5.4281,44.5,13.32
002867.SZ,2021,21.9212,91.552,12.1987,109118.8929,0.3,17.37,3.2736,26.84,13.32
002867.SZ,2020,20.0737,50.8413,9.3283,73081.5601,0.6,19.01,4.3849,47.01,18.35
002867.SZ,2019,22.9187,54.3929,10.1283,73090.5188,0.45,19.9,3.2891,32.47,18.62
002867.SZ,2018,22.016,48.6994,8.0612,48730.3,0.65,32.59,3.1675,39.29,16.55
002867.SZ,2017,23.7131,38.0545,5.9207,48537.95,0.6,22.81,2.9123,49.19,15.56
002867.SZ,2016,28.0894,29.018,4.2667,47785.0,0.6,32.04,2.8671,67.2,14.7
