ts_code,year,营业总收入(亿),净利润(亿),股本(万),每股分红,分红金额(亿),分红率,净利润率
300450.SZ,2021,100.3659,15.8154,156375.6744,0.5,7.8188,49.44,15.76
300450.SZ,2020,58.583,7.6748,90732.2521,0.3,2.722,35.47,13.1
300450.SZ,2019,46.8398,7.656,88145.2465,0.163,1.4368,18.77,16.35
300450.SZ,2018,38.9003,7.4257,88157.7267,0.280026,2.4686,33.24,19.09
300450.SZ,2017,21.769,5.375,44152.2075,0.2292785,1.0123,18.83,24.69
300450.SZ,2016,10.7898,2.9065,40800.0,0.13,0.5304,18.25,26.94
300450.SZ,2015,5.3611,1.4556,6800.0,0.2,0.136,9.34,27.15
300450.SZ,2015,5.3611,1.4556,13600.0,0.55,0.748,51.39,27.15
