ts_code,year,roe,营业总收入(亿),净利润(亿),股本(万),每股分红,负债率,分红金额(亿),分红率,净利润率
601155.SH,2020,34.2757,1454.7523,162.0455,226017.0339,2.05,84.73,46.3335,28.59,11.14
601155.SH,2019,36.7205,858.4704,124.2031,225629.6539,1.7,86.6,38.357,30.88,14.47
601155.SH,2018,41.0482,541.3331,105.4565,224506.0539,1.5,84.57,33.6759,31.93,19.48
601155.SH,2017,33.9874,405.2568,63.534,225738.4186,0.81,85.84,18.2848,28.78,15.68
601155.SH,2016,22.3771,279.6928,30.1923,225898.4186,0.33,84.14,7.4546,24.69,10.79
601155.SH,2015,19.2394,235.6879,18.2693,170806.4758,0.108,79.54,1.8447,10.1,7.75
