ts_code,year,roe,营业总收入(亿),净利润(亿),股本(万),每股分红,负债率,分红金额(亿),分红率,净利润率
603833.SH,2021,20.2443,204.416,26.9521,60915.1948,1.75,38.4,10.6602,39.55,13.18
603833.SH,2020,19.2012,147.3969,20.7838,60426.4918,1.2,36.71,7.2512,34.89,14.1
603833.SH,2019,21.4891,135.3336,18.532,42017.2603,1.09,35.47,4.5799,24.71,13.69
603833.SH,2018,22.8021,115.0939,15.7202,42019.1551,0.75,32.01,3.1514,20.05,13.66
603833.SH,2017,28.549,97.1018,13.0002,42028.3454,1.0,35.62,4.2028,32.33,13.39
