ts_code,year,营业总收入(亿),净利润(亿),股本(万),每股分红,分红金额(亿),分红率,净利润率
603868.SH,2021,40.0526,6.407,43560.0,1.0,4.356,67.99,16.0
603868.SH,2020,35.6788,6.3828,43560.0,1.0,4.356,68.25,17.89
603868.SH,2019,37.5937,6.8582,43560.0,1.0,4.356,63.51,18.24
603868.SH,2018,39.7656,8.449,43560.0,1.5,6.534,77.33,21.25
603868.SH,2017,38.5343,8.3535,43560.0,1.5,6.534,78.22,21.68
603868.SH,2016,33.6389,6.1323,43560.0,2.0,8.712,142.07,18.23
