ts_code,year,营业总收入(亿),净利润(亿),股本(万),每股分红,分红金额(亿),分红率,净利润率
300726.SZ,2021,20.0035,8.1607,41183.9845,0.6,2.471,30.28,40.8
300726.SZ,2020,14.0086,4.8378,40010.0,0.16,0.6402,13.23,34.53
300726.SZ,2019,8.4404,2.9299,40010.0,0.3,1.2003,40.97,34.71
300726.SZ,2018,6.3631,2.2299,40010.0,0.25,1.0002,44.86,35.04
300726.SZ,2017,5.2437,1.9984,40010.0,0.1,0.4001,20.02,38.11
