ts_code,year,营业总收入(亿),净利润(亿),股本(万),每股分红,分红金额(亿),分红率,净利润率
603866.SH,2021,63.3538,7.6327,95221.3783,0.6,5.7133,74.85,12.05
603866.SH,2020,59.63,8.8284,68015.2702,1.0,6.8015,77.04,14.81
603866.SH,2019,56.4371,6.8336,65766.7591,1.0,6.5767,96.24,12.11
603866.SH,2018,48.3323,6.4215,47062.6,1.0,4.7063,73.29,13.29
603866.SH,2017,40.7971,5.1328,47062.6,0.8,3.765,73.35,12.58
603866.SH,2016,33.0548,4.3555,45012.6,0.3,1.3504,31.0,13.18
603866.SH,2015,25.6333,3.4696,45012.6,0.55,2.4757,71.35,13.54
