ts_code,year,营业总收入(亿),净利润(亿),股本(万),每股分红,分红金额(亿),分红率,净利润率
603387.SH,2021,14.017,3.9894,36225.2512,0.34,1.2317,30.87,28.46
603387.SH,2020,11.2334,3.0471,25878.0081,0.36,0.9316,30.57,27.13
603387.SH,2019,9.682,3.3968,26038.0071,0.4,1.0415,30.66,35.08
603387.SH,2018,6.8624,2.4963,18601.2645,0.41,0.7627,30.55,36.38
603387.SH,2017,4.8858,1.9397,13288.9175,0.45,0.598,30.83,39.7
