ts_code,year,营业总收入(亿),净利润(亿),股本(万),每股分红,分红金额(亿),分红率,净利润率
603360.SH,2020,7.4954,2.2171,25023.8878,0.6,1.5014,67.72,29.58
603360.SH,2019,8.719,3.0693,18667.6,0.6,1.1201,36.49,35.2
603360.SH,2018,5.2817,1.4514,18667.6,0.39,0.728,50.16,27.48
603360.SH,2017,4.1036,1.0039,13334.0,0.25,0.3334,33.21,24.46
603360.SH,2016,3.8943,0.9837,13334.0,1.0,1.3334,135.54,25.26
