ts_code,year,roe,营业总收入(亿),净利润(亿),股本(万),每股分红,负债率,分红金额(亿),分红率,净利润率
300630.SZ,2021,18.1887,15.0883,4.166,43515.1929,0.191803,45.48,0.8346,20.03,27.61
300630.SZ,2020,25.5849,11.886,4.0745,43702.9279,0.187,33.27,0.8172,20.06,34.28
300630.SZ,2019,29.6813,9.501,3.0115,28396.7745,0.21287,33.39,0.6045,20.07,31.7
300630.SZ,2018,22.6129,6.239,1.8143,18317.643,0.21,20.35,0.3847,21.2,29.08
300630.SZ,2017,19.1356,3.2483,0.984,12211.762,0.16,17.51,0.1954,19.86,30.29
