ts_code,year,营业总收入(亿),净利润(亿),股本(万),每股分红,分红金额(亿),分红率,净利润率
603638.SH,2021,26.8396,4.6976,84155.8502,0.12,1.0099,21.5,17.5
603638.SH,2020,22.5562,5.1608,60111.3216,0.18,1.082,20.97,22.88
603638.SH,2019,14.4245,3.4218,41297.2149,0.17,0.7021,20.52,23.72
603638.SH,2018,10.2065,2.2517,26048.0,0.2,0.521,23.14,22.06
603638.SH,2017,6.4133,1.3969,17600.0,0.25,0.44,31.5,21.78
603638.SH,2016,4.0006,0.7939,17600.0,0.3,0.528,66.5,19.85
