ts_code,year,roe,营业总收入(亿),净利润(亿),股本(万),每股分红,负债率,分红金额(亿),分红率,净利润率
300638.SZ,2021,22.8347,41.0931,4.2224,41408.8026,0.2,53.59,0.8282,19.61,10.28
300638.SZ,2020,19.796,27.4358,2.862,24190.4234,0.3,46.51,0.7257,25.36,10.43
300638.SZ,2019,19.4183,19.1507,1.6701,13419.8665,0.4,36.55,0.5368,32.14,8.72
300638.SZ,2018,21.2549,12.491,0.8768,12118.86,0.25,55.29,0.303,34.55,7.02
300638.SZ,2017,17.1633,5.633,0.435,8000.0,0.125,40.03,0.1,22.99,7.72
