ts_code,year,roe,营业总收入(亿),净利润(亿),股本(万),每股分红,负债率,分红金额(亿),分红率,净利润率
300529.SZ,2021,38.822,26.7545,11.9785,79665.0439,0.9,29.66,7.1699,59.86,44.77
300529.SZ,2020,35.3685,19.5078,8.7371,80456.8968,0.66,11.91,5.3102,60.78,44.79
300529.SZ,2019,29.723,14.3182,5.7213,41978.7793,0.9,12.99,3.7781,66.04,39.96
300529.SZ,2018,26.0218,10.1651,4.0198,41834.9695,0.6,16.08,2.5101,62.44,39.55
300529.SZ,2017,22.0892,7.1849,2.8441,41758.6,0.35,18.26,1.4616,51.39,39.58
300529.SZ,2016,23.1241,5.4364,2.0212,41660.4,0.2,8.91,0.8332,41.22,37.18
