ts_code,year,roe,营业总收入(亿),净利润(亿),股本(万),每股分红,负债率,分红金额(亿),分红率,净利润率
300628.SZ,2021,28.0204,36.8424,16.1604,90231.141,0.8,10.89,7.2185,44.67,43.86
300628.SZ,2020,26.6421,27.5429,12.7868,90298.554,0.65,9.97,5.8694,45.9,46.43
300628.SZ,2019,31.2919,24.8935,12.3529,59939.2,0.9,8.94,5.3945,43.67,49.62
300628.SZ,2018,26.7194,18.1536,8.6002,29953.6,1.2,6.68,3.5944,41.79,47.37
300628.SZ,2017,32.1207,13.8776,6.1072,14934.0,1.6,4.92,2.3894,39.12,44.01
300628.SZ,2016,69.3568,9.2374,4.3235,7467.0,1.8,11.34,1.3441,31.09,46.8
