证券简称,ts_code,trade_date,close,pe_ttm,ps_ttm,dv_ttm,total_share,total_mv
承德露露,000848.SZ,20230302,9.25,16.8831,3.7701,,107641.9,995687.575
承德露露,000848.SZ,20230301,9.18,16.7553,3.7416,,107641.9,988152.642
承德露露,000848.SZ,20230228,9.09,16.591,3.7049,,107641.9,978464.871
承德露露,000848.SZ,20230227,9.04,16.4998,3.6845,,107641.9,973082.776
承德露露,000848.SZ,20230224,9.08,16.5728,3.7008,,107641.9,977388.452
承德露露,000848.SZ,20230223,9.06,16.5363,3.6927,,107641.9,975235.614
承德露露,000848.SZ,20230222,9.14,16.6823,3.7253,,107641.9,983846.966
承德露露,000848.SZ,20230221,9.03,16.4815,3.6804,,107641.9,972006.357
承德露露,000848.SZ,20230220,9.14,16.6823,3.7253,,107641.9,983846.966
承德露露,000848.SZ,20230217,9.1,16.6093,3.709,,107641.9,979541.29
承德露露,000848.SZ,20230216,9.13,16.6641,3.7212,,107641.9,982770.547
承德露露,000848.SZ,20230215,9.34,17.0473,3.8068,,107641.9,1005375.346
承德露露,000848.SZ,20230214,9.32,17.0108,3.7986,,107641.9,1003222.508
承德露露,000848.SZ,20230213,9.1,16.6093,3.709,,107641.9,979541.29
承德露露,000848.SZ,20230210,8.92,16.2808,3.6356,,107641.9,960165.748
承德露露,000848.SZ,20230209,8.89,16.226,3.6234,,107641.9,956936.491
承德露露,000848.SZ,20230208,8.72,15.9157,3.5541,,107641.9,938637.368
承德露露,000848.SZ,20230207,8.76,15.9887,3.5704,,107641.9,942943.044
承德露露,000848.SZ,20230206,8.79,16.0435,3.5826,,107641.9,946172.301
承德露露,000848.SZ,20230203,8.95,16.3355,3.6478,,107641.9,963395.005
承德露露,000848.SZ,20230202,9.12,16.6458,3.7171,,107641.9,981694.128
承德露露,000848.SZ,20230201,8.9,16.2443,3.6274,,107641.9,958012.91
承德露露,000848.SZ,20230131,8.92,16.2808,3.6356,,107641.9,960165.748
承德露露,000848.SZ,20230130,8.93,16.299,3.6397,,107641.9,961242.167
承德露露,000848.SZ,20230120,8.94,16.3173,3.6437,,107641.9,962318.586
承德露露,000848.SZ,20230119,8.95,16.3355,3.6478,,107641.9,963395.005
承德露露,000848.SZ,20230118,8.97,16.372,3.656,,107641.9,965547.843
承德露露,000848.SZ,20230117,9.04,16.4998,3.6845,,107641.9,973082.776
承德露露,000848.SZ,20230116,9.11,16.6276,3.713,,107641.9,980617.709
承德露露,000848.SZ,20230113,9.19,16.7736,3.7456,,107641.9,989229.061
承德露露,000848.SZ,20230112,8.88,16.2078,3.6193,,107641.9,955860.072
承德露露,000848.SZ,20230111,9.18,16.7553,3.7416,,107641.9,988152.642
承德露露,000848.SZ,20230110,9.24,16.8648,3.766,,107641.9,994611.156
承德露露,000848.SZ,20230109,9.2,16.7918,3.7497,,107641.9,990305.48
承德露露,000848.SZ,20230106,8.67,15.8245,3.5337,,107641.9,933255.273
承德露露,000848.SZ,20230105,8.81,16.08,3.5908,,107641.9,948325.139
承德露露,000848.SZ,20230104,8.63,15.7515,3.5174,,107641.9,928949.597
承德露露,000848.SZ,20230103,8.6,15.6967,3.5052,,107641.9,925720.34
承德露露,000848.SZ,20221230,8.48,15.4777,3.4563,,107641.9,912803.312
