ts_code,year,roe,营业总收入(亿),净利润(亿),股本(万),每股分红,负债率,分红金额(亿),分红率,净利润率
603180.SH,2021,15.9557,34.4777,3.6673,15438.2664,1.06,46.41,1.6365,44.62,10.64
603180.SH,2020,19.2743,26.3984,3.0993,10326.0031,0.9,47.39,0.9293,29.99,11.74
603180.SH,2019,22.1094,21.2544,2.4253,6772.8231,0.9,54.64,0.6096,25.13,11.41
603180.SH,2018,22.8336,17.0168,2.1014,6647.7281,1.0,46.81,0.6648,31.63,12.35
603180.SH,2017,29.2029,14.4197,1.6672,6750.0,0.8,45.68,0.54,32.39,11.56
