ts_code,year,roe,营业总收入(亿),净利润(亿),股本(万),每股分红,负债率,分红金额(亿),分红率,净利润率
002901.SZ,2021,29.1705,19.9433,6.7414,41713.982,0.5,23.42,2.0857,30.94,33.8
002901.SZ,2020,31.6637,15.8686,6.0308,40513.982,0.8,19.1,3.2411,53.74,38.0
002901.SZ,2019,29.4454,12.5732,4.6574,40223.58,0.6,21.68,2.4134,51.82,37.04
002901.SZ,2018,27.8538,7.7247,3.7134,40193.0,0.5,12.45,2.0096,54.12,48.07
002901.SZ,2017,32.8183,5.9401,2.9555,40010.0,0.4,10.79,1.6004,54.15,49.76
