ts_code,行业,上市年份,year,roe,营业总收入(亿),净利润(亿),股本(万),每股分红,负债率,分红金额(亿),分红率,净利润率
603338.SH,专用机械,2015,2021,18.1945,49.3932,8.8117,50634.7879,0.34,37.56,1.7216,19.54,17.84
603338.SH,专用机械,2015,2020,19.1074,29.5676,6.5945,48548.5571,0.26,36.2,1.2623,19.14,22.3
603338.SH,专用机械,2015,2019,23.8973,23.8936,6.9417,34677.5408,0.35,33.99,1.2137,17.48,29.05
603338.SH,专用机械,2015,2018,20.0033,17.0754,4.842,24769.672,0.35,28.41,0.8669,17.9,28.36
603338.SH,专用机械,2015,2017,17.2213,11.3918,2.8308,17692.6229,0.4,20.73,0.7077,25.0,24.85
603338.SH,专用机械,2015,2016,17.4569,6.9466,1.7478,16250.0,0.18,20.82,0.2925,16.74,25.16
603338.SH,专用机械,2015,2015,19.6319,4.7915,1.2573,6500.0,0.095,15.73,0.0618,4.91,26.24
603338.SH,专用机械,2015,2015,19.6319,4.7915,1.2573,16250.0,0.045,15.73,0.0731,5.82,26.24
