ts_code,行业,上市年份,year,roe,营业总收入(亿),净利润(亿),股本(万),每股分红,负债率,分红金额(亿),分红率,净利润率
603043.SH,食品,2017,2021,20.1901,38.8992,5.5622,56722.4041,0.4,33.91,2.2689,40.79,14.3
603043.SH,食品,2017,2020,19.6172,32.8749,4.6223,40399.6184,0.4,33.32,1.616,34.96,14.06
603043.SH,食品,2017,2019,18.5628,30.287,3.8441,40399.6184,0.3,24.57,1.212,31.53,12.69
603043.SH,食品,2017,2018,21.0131,25.3713,3.8391,40399.6184,0.4,20.31,1.616,42.09,15.13
603043.SH,食品,2017,2017,25.7018,21.8921,3.4037,40399.6184,0.35,19.35,1.414,41.54,15.55
