ts_code,year,营业总收入(亿),净利润(亿),股本(万),每股分红,分红金额(亿),分红率,净利润率
603848.SH,2021,14.2545,3.2042,40100.0,0.25,1.0025,31.29,22.48
603848.SH,2020,11.6001,2.9327,40100.0,0.25,1.0025,34.18,25.28
603848.SH,2019,12.6027,2.7947,40100.0,0.25,1.0025,35.87,22.18
603848.SH,2018,13.1021,2.6058,40100.0,0.25,1.0025,38.47,19.89
603848.SH,2017,11.1273,2.0583,40100.0,0.155,0.6216,30.2,18.5
