证券简称,ts_code,trade_date,close,pe_ttm,ps_ttm,dv_ttm,total_share,total_mv
万华化学,600309.SH,20230404,94.98,18.3701,1.8012,2.6321,313974.6626,29821313.4537
万华化学,600309.SH,20230403,95.82,18.5326,1.8171,2.6091,313974.6626,30085052.1703
万华化学,600309.SH,20230331,95.88,18.5442,1.8182,2.6074,313974.6626,30103890.6501
万华化学,600309.SH,20230330,96.43,18.6505,1.8287,2.5926,313974.6626,30276576.7145
万华化学,600309.SH,20230329,94.98,18.3701,1.8012,2.6321,313974.6626,29821313.4537
万华化学,600309.SH,20230328,95.85,18.5384,1.8177,2.6082,313974.6626,30094471.4102
万华化学,600309.SH,20230327,94.88,18.3507,1.7993,2.6349,313974.6626,29789915.9875
万华化学,600309.SH,20230324,95.6,18.49,1.8129,2.6151,313974.6626,30015977.7446
万华化学,600309.SH,20230323,97.11,18.7821,1.8416,2.5744,313974.6626,30490079.4851
万华化学,600309.SH,20230322,97.85,18.9252,1.8556,2.5549,313974.6626,30722420.7354
万华化学,600309.SH,20230321,98.02,18.9581,1.8588,2.5505,313974.6626,30775796.4281
万华化学,600309.SH,20230320,97.08,18.7697,1.841,2.5752,313974.6626,30480660.2452
万华化学,600309.SH,20230317,97.42,18.8354,1.8475,2.5662,313974.6626,30587411.6305
万华化学,600309.SH,20230316,96.75,18.7058,1.8347,2.584,313974.6626,30377048.6066
万华化学,600309.SH,20230315,97.72,18.8934,1.8531,2.5583,313974.6626,30681604.0293
万华化学,600309.SH,20230314,98.21,18.9881,1.8624,2.5456,313974.6626,30835451.6139
万华化学,600309.SH,20230313,99.0,19.1409,1.8774,2.5253,313974.6626,31083491.5974
万华化学,600309.SH,20230310,98.24,18.9939,1.863,2.5448,313974.6626,30844870.8538
万华化学,600309.SH,20230309,99.09,19.1583,1.8791,2.523,313974.6626,31111749.317
万华化学,600309.SH,20230308,100.99,19.5256,1.9152,2.4755,313974.6626,31708301.176
万华化学,600309.SH,20230307,102.65,19.8466,1.9466,2.4355,313974.6626,32229499.1159
万华化学,600309.SH,20230306,104.1,20.1269,1.9741,2.4015,313974.6626,32684762.3767
万华化学,600309.SH,20230303,106.01,20.4962,2.0103,2.3583,313974.6626,33284453.9822
万华化学,600309.SH,20230302,106.33,20.5581,2.0164,2.3512,313974.6626,33384925.8743
万华化学,600309.SH,20230301,103.21,19.9548,1.9573,2.4222,313974.6626,32405324.9269
万华化学,600309.SH,20230228,104.26,20.1578,1.9772,2.3979,313974.6626,32734998.3227
万华化学,600309.SH,20230227,102.85,19.8852,1.9504,2.4307,313974.6626,32292294.0484
万华化学,600309.SH,20230224,101.74,19.6706,1.9294,2.4572,313974.6626,31943782.1729
万华化学,600309.SH,20230223,102.69,19.8543,1.9474,2.4345,313974.6626,32242058.1024
万华化学,600309.SH,20230222,103.2,19.9529,1.9571,2.4225,313974.6626,32402185.1803
万华化学,600309.SH,20230221,106.8,20.6489,2.0253,2.3408,313974.6626,33532493.9657
万华化学,600309.SH,20230220,104.01,20.1095,1.9724,2.4036,313974.6626,32656504.657
万华化学,600309.SH,20230217,101.61,19.6455,1.9269,2.4604,313974.6626,31902965.4668
万华化学,600309.SH,20230216,99.0,19.1409,1.8774,2.5253,313974.6626,31083491.5974
万华化学,600309.SH,20230215,99.41,19.2201,1.8852,2.5148,313974.6626,31212221.2091
万华化学,600309.SH,20230214,100.0,19.3342,1.8964,2.5,313974.6626,31397466.26
万华化学,600309.SH,20230213,97.97,16.4359,1.824,2.5518,313974.6626,30760097.6949
万华化学,600309.SH,20230210,97.99,16.4392,1.8244,2.5513,313974.6626,30766377.1882
万华化学,600309.SH,20230209,97.48,16.3537,1.8149,2.5646,313974.6626,30606250.1102
万华化学,600309.SH,20230208,97.26,16.3167,1.8108,2.5704,313974.6626,30537175.6845
万华化学,600309.SH,20230207,98.04,16.4476,1.8253,2.55,313974.6626,30782075.9213
万华化学,600309.SH,20230206,99.19,16.6405,1.8467,2.5204,313974.6626,31143146.7833
万华化学,600309.SH,20230203,99.98,16.7731,1.8614,2.5005,313974.6626,31391186.7667
万华化学,600309.SH,20230202,100.04,16.7831,1.8626,2.499,313974.6626,31410025.2465
万华化学,600309.SH,20230201,96.95,16.2647,1.805,2.5786,313974.6626,30439843.5391
万华化学,600309.SH,20230131,96.61,16.2077,1.7987,2.5877,313974.6626,30333092.1538
万华化学,600309.SH,20230130,97.87,16.4191,1.8221,2.5544,313974.6626,30728700.2287
万华化学,600309.SH,20230120,94.92,15.9242,1.7672,2.6338,313974.6626,29802474.974
万华化学,600309.SH,20230119,95.85,16.0802,1.7845,2.6082,313974.6626,30094471.4102
万华化学,600309.SH,20230118,94.93,15.9259,1.7674,2.6335,313974.6626,29805614.7206
万华化学,600309.SH,20230117,95.65,16.0466,1.7808,2.6137,313974.6626,30031676.4777
万华化学,600309.SH,20230116,95.46,16.0148,1.7773,2.6189,313974.6626,29972021.2918
万华化学,600309.SH,20230113,93.33,15.6574,1.7376,2.6787,313974.6626,29303255.2605
万华化学,600309.SH,20230112,91.2,15.3001,1.698,2.7412,313974.6626,28634489.2291
万华化学,600309.SH,20230111,90.47,15.1776,1.6844,2.7633,313974.6626,28405287.7254
万华化学,600309.SH,20230110,90.9,15.2498,1.6924,2.7503,313974.6626,28540296.8303
万华化学,600309.SH,20230109,93.11,15.6205,1.7335,2.685,313974.6626,29234180.8347
万华化学,600309.SH,20230106,93.68,15.7161,1.7441,2.6687,313974.6626,29413146.3924
万华化学,600309.SH,20230105,92.9,15.5853,1.7296,2.6911,313974.6626,29168246.1555
万华化学,600309.SH,20230104,92.45,15.5098,1.7212,2.7042,313974.6626,29026957.5574
万华化学,600309.SH,20230103,92.4,15.5014,1.7203,2.7056,313974.6626,29011258.8242
万华化学,600309.SH,20221230,92.65,15.5434,1.725,2.6983,313974.6626,29089752.4899
万华化学,600309.SH,20221229,92.91,15.587,1.7298,2.6908,313974.6626,29171385.9022
万华化学,600309.SH,20221228,92.86,15.5786,1.7289,2.6922,313974.6626,29155687.169
万华化学,600309.SH,20221227,91.84,15.4075,1.7099,2.7221,313974.6626,28835433.0132
万华化学,600309.SH,20221226,90.28,15.1458,1.6808,2.7692,313974.6626,28345632.5395
万华化学,600309.SH,20221223,88.81,14.8991,1.6535,2.815,313974.6626,27884089.7855
万华化学,600309.SH,20221222,91.57,15.3622,1.7049,2.7302,313974.6626,28750659.8543
万华化学,600309.SH,20221221,89.85,15.0736,1.6728,2.7824,313974.6626,28210623.4346
万华化学,600309.SH,20221220,89.61,15.0333,1.6684,2.7899,313974.6626,28135269.5156
万华化学,600309.SH,20221219,90.73,15.2212,1.6892,2.7554,313974.6626,28486921.1377
万华化学,600309.SH,20221216,91.4,15.3336,1.7017,2.7352,313974.6626,28697284.1616
万华化学,600309.SH,20221215,91.26,15.3102,1.6991,2.7394,313974.6626,28653327.7089
万华化学,600309.SH,20221214,91.8,15.4008,1.7091,2.7233,313974.6626,28822874.0267
万华化学,600309.SH,20221213,91.15,15.2917,1.697,2.7427,313974.6626,28618790.496
万华化学,600309.SH,20221212,90.81,15.2347,1.6907,2.753,313974.6626,28512039.1107
万华化学,600309.SH,20221209,93.4,15.6692,1.7389,2.6767,313974.6626,29325233.4868
万华化学,600309.SH,20221208,92.44,15.5081,1.7211,2.7045,313974.6626,29023817.8107
万华化学,600309.SH,20221207,92.63,15.54,1.7246,2.6989,313974.6626,29083472.9966
万华化学,600309.SH,20221206,92.88,15.5819,1.7292,2.6916,313974.6626,29161966.6623
万华化学,600309.SH,20221205,91.2,15.3001,1.698,2.7412,313974.6626,28634489.2291
万华化学,600309.SH,20221202,89.94,15.0887,1.6745,2.7796,313974.6626,28238881.1542
万华化学,600309.SH,20221201,90.45,15.1743,1.684,2.764,313974.6626,28399008.2322
万华化学,600309.SH,20221130,89.5,15.0149,1.6663,2.7933,313974.6626,28100732.3027
万华化学,600309.SH,20221129,90.92,15.2531,1.6928,2.7497,313974.6626,28546576.3236
万华化学,600309.SH,20221128,86.99,14.5938,1.6196,2.8739,313974.6626,27312655.8996
万华化学,600309.SH,20221125,87.9,14.7465,1.6365,2.8441,313974.6626,27598372.8425
万华化学,600309.SH,20221124,86.52,14.515,1.6108,2.8895,313974.6626,27165087.8082
万华化学,600309.SH,20221123,86.49,14.5099,1.6103,2.8905,313974.6626,27155668.5683
万华化学,600309.SH,20221122,87.5,14.6794,1.6291,2.8571,313974.6626,27472782.9775
万华化学,600309.SH,20221121,86.45,14.5032,1.6095,2.8918,313974.6626,27143109.5818
万华化学,600309.SH,20221118,89.0,14.931,1.657,2.809,313974.6626,27943744.9714
万华化学,600309.SH,20221117,88.68,14.8773,1.651,2.8191,313974.6626,27843273.0794
万华化学,600309.SH,20221116,88.35,14.822,1.6449,2.8297,313974.6626,27739661.4407
万华化学,600309.SH,20221115,89.19,14.9629,1.6605,2.803,313974.6626,28003400.1573
万华化学,600309.SH,20221114,88.65,14.8723,1.6505,2.8201,313974.6626,27833853.8395
万华化学,600309.SH,20221111,86.48,14.5082,1.6101,2.8908,313974.6626,27152528.8216
万华化学,600309.SH,20221110,81.58,13.6862,1.5189,3.0645,313974.6626,25614052.9749
万华化学,600309.SH,20221109,82.32,13.8103,1.5326,3.0369,313974.6626,25846394.2252
万华化学,600309.SH,20221108,82.17,13.7852,1.5298,3.0425,313974.6626,25799298.0258
万华化学,600309.SH,20221107,82.85,13.8993,1.5425,3.0175,313974.6626,26012800.7964
