,证券代码,证券简称,上市年份,日期,收盘价,股息率,PE_TTM,距离买点%,距离卖点%,标准差倍数,买入日期,买入价格,买入PE,盈亏%
0,002507.SZ,涪陵榨菜,2010,20230314,24.52,1.4274,24.2156,4.0%,44.5%,1.75,20230203.0,26.743,25.28,-8.31
1,600887.SH,伊利股份,1996,20230314,29.54,3.2504,21.427,9.0%,59.0%,1.75,,,,
2,000895.SZ,双汇发展,1998,20230314,25.51,7.4402,16.132,13.5%,58.5%,1.5,20230208.0,25.173,15.86,1.34
3,002841.SZ,视源股份,2017,20230314,64.72,1.3218,21.9318,24.5%,40.0%,2.0,20230209.0,64.33,21.91,0.61
4,300529.SZ,健帆生物,2016,20230314,30.67,2.8943,20.521,54.0%,22.0%,1.75,20230202.0,34.897,23.21,-12.11
5,603387.SH,基蛋生物,2017,20230314,13.45,1.8056,10.9829,91.0%,27.0%,2.0,20230217.0,13.253,10.88,1.49
6,600276.SH,恒瑞医药,2000,20230314,41.48,0.3857,75.678,115.0%,74.5%,2.0,20210810.0,57.559,56.74,-27.93
7,603338.SH,浙江鼎力,2015,20230314,56.7,0.5996,27.8459,121.0%,40.0%,2.25,20230130.0,51.596,,9.89
