,证券代码,证券简称,上市年份,日期,收盘价,股息率,PE_TTM,距离买点%,距离卖点%,标准差倍数,买入日期,买入价格,买入PE,盈亏%
0,600887.SH,伊利股份,1996,20230404,29.11,3.2985,21.1151,8.5%,58.0%,1.75,,,,
1,002507.SZ,涪陵榨菜,2010,20230404,25.07,1.3961,24.7587,8.5%,45.5%,1.75,20230203.0,26.743,25.28,-6.26
2,000895.SZ,双汇发展,1998,20230404,26.11,7.2692,16.094,15.0%,58.5%,1.5,20230208.0,25.173,15.86,3.72
3,002841.SZ,视源股份,2017,20230404,78.78,1.0859,26.6964,55.0%,48.5%,2.0,20230209.0,64.33,21.91,22.46
4,603338.SH,浙江鼎力,2015,20230404,54.44,0.6245,26.736,121.5%,38.0%,2.25,20230130.0,51.596,,5.51
5,600276.SH,恒瑞医药,2000,20230404,43.15,0.3707,78.7248,123.5%,77.5%,2.0,20210810.0,57.559,56.74,-25.03
6,300529.SZ,健帆生物,2016,20230404,30.26,2.9335,27.4765,132.5%,29.5%,1.75,20230202.0,34.897,23.21,-13.29
7,603387.SH,基蛋生物,2017,20230404,13.36,1.8178,13.75,154.0%,34.5%,2.0,20230217.0,13.253,10.88,0.81
