,证券代码,证券简称,上市年份,日期,收盘价,股息率,PE_TTM,距离买点%,距离卖点%,标准差倍数,买入日期,买入价格,买入PE,盈亏%
0,600887.SH,伊利股份,1996,20230414,27.92,3.439,20.2519,5.0%,55.5%,1.75,,,,
1,002507.SZ,涪陵榨菜,2010,20230414,24.57,1.4245,24.2649,7.5%,44.5%,1.75,20230203.0,26.743,25.28,-8.13
2,300628.SZ,亿联网络,2017,20230414,63.42,1.2624,26.1799,9.0%,43.5%,1.75,,,,
3,000895.SZ,双汇发展,1998,20230414,25.7,7.3852,15.8412,13.5%,57.5%,1.5,20230208.0,25.173,15.86,2.09
4,002841.SZ,视源股份,2017,20230414,73.02,1.1716,24.7445,45.0%,45.5%,2.0,20230209.0,64.33,21.91,13.51
5,603338.SH,浙江鼎力,2015,20230414,54.32,0.6259,21.8771,88.0%,31.0%,2.25,20230130.0,51.596,,5.28
6,600276.SH,恒瑞医药,2000,20230414,47.72,0.3352,87.0625,147.5%,85.5%,2.0,20210810.0,57.559,56.74,-17.09
7,300529.SZ,健帆生物,2016,20230414,31.51,2.8171,28.6115,152.5%,31.0%,1.75,20230202.0,34.897,23.21,-9.71
8,603387.SH,基蛋生物,2017,20230414,13.57,1.7897,13.9661,162.0%,35.0%,2.0,20230217.0,13.253,10.88,2.39
