,证券代码,证券简称,上市年份,日期,收盘价,股息率,PE_TTM,距离买点%,距离卖点%,标准差倍数,买入日期,买入价格,买入PE,盈亏%
0,002507.SZ,涪陵榨菜,2010,20230301,25.86,1.3534,25.5389,8.0%,46.5%,1.75,20230203.0,26.743,25.28,-3.3
1,000895.SZ,双汇发展,1998,20230301,26.84,7.0715,16.9731,19.0%,61.5%,1.5,20230208.0,25.173,15.86,6.62
2,002841.SZ,视源股份,2017,20230301,68.13,1.2557,23.0874,29.0%,42.0%,2.0,20230209.0,64.33,21.91,5.91
3,300529.SZ,健帆生物,2016,20230301,32.43,2.7372,21.6986,52.0%,23.0%,1.75,20230202.0,34.897,23.21,-7.07
4,603387.SH,基蛋生物,2017,20230301,13.45,1.8056,10.9829,83.5%,27.0%,2.0,20230217.0,13.253,10.88,1.49
5,603338.SH,浙江鼎力,2015,20230301,58.22,0.584,28.5924,121.0%,41.0%,2.25,20230130.0,51.596,,12.84
6,600276.SH,恒瑞医药,2000,20230301,43.77,0.3655,79.856,127.0%,78.5%,2.0,20210810.0,57.559,56.74,-23.96
