,证券代码,证券简称,上市年份,日期,收盘价,股息率,PE_TTM,距离买点%,距离卖点%,标准差倍数,买入日期,买入价格,买入PE,盈亏%
0,600887.SH,伊利股份,1996,20230330,29.2,3.2883,21.1804,8.5%,58.0%,1.75,,,,
1,002507.SZ,涪陵榨菜,2010,20230330,25.37,1.3796,25.055,9.0%,45.5%,1.75,20230203.0,26.743,25.28,-5.13
2,000895.SZ,双汇发展,1998,20230330,25.69,7.3881,15.8351,13.0%,57.5%,1.5,20230208.0,25.173,15.86,2.05
3,002841.SZ,视源股份,2017,20230330,74.16,1.1536,25.1308,45.0%,45.5%,2.0,20230209.0,64.33,21.91,15.28
4,300529.SZ,健帆生物,2016,20230330,30.61,2.9,20.4808,70.5%,22.0%,1.75,20230202.0,34.897,23.21,-12.28
5,603387.SH,基蛋生物,2017,20230330,13.65,1.7792,11.1462,105.0%,28.0%,2.0,20230217.0,13.253,10.88,3.0
6,603338.SH,浙江鼎力,2015,20230330,55.16,0.6164,27.0896,123.0%,38.5%,2.25,20230130.0,51.596,,6.91
7,600276.SH,恒瑞医药,2000,20230330,43.01,0.3719,78.4694,123.0%,77.5%,2.0,20210810.0,57.559,56.74,-25.28
