,证券代码,证券简称,上市年份,日期,收盘价,股息率,PE_TTM,距离买点%,距离卖点%,标准差倍数,买入日期,买入价格,买入PE,盈亏%
0,002507.SZ,涪陵榨菜,2010,20230307,25.27,1.385,24.9562,6.0%,45.5%,1.75,20230203.0,26.743,25.28,-5.51
1,000895.SZ,双汇发展,1998,20230307,25.92,7.3225,16.3913,15.5%,59.5%,1.5,20230208.0,25.173,15.86,2.97
2,002841.SZ,视源股份,2017,20230307,64.67,1.3228,21.9149,23.5%,40.0%,2.0,20230209.0,64.33,21.91,0.53
3,300529.SZ,健帆生物,2016,20230307,30.79,2.883,20.6013,48.5%,22.0%,1.75,20230202.0,34.897,23.21,-11.77
4,603387.SH,基蛋生物,2017,20230307,13.08,1.8567,10.6808,82.0%,26.0%,2.0,20230217.0,13.253,10.88,-1.31
5,600276.SH,恒瑞医药,2000,20230307,42.12,0.3798,76.8456,118.5%,75.5%,2.0,20210810.0,57.559,56.74,-26.82
6,603338.SH,浙江鼎力,2015,20230307,58.45,0.5817,28.7053,124.5%,41.0%,2.25,20230130.0,51.596,,13.28
