,证券代码,证券简称,上市年份,日期,收盘价,股息率,PE_TTM,距离买点%,距离卖点%,标准差倍数,买入日期,买入价格,买入PE,盈亏%
0,002507.SZ,涪陵榨菜,2010,20230309,24.92,1.4045,24.6106,5.0%,45.5%,1.75,20230203.0,26.743,25.28,-6.82
1,600887.SH,伊利股份,1996,20230309,29.55,3.2493,21.4343,9.0%,59.0%,1.75,,,,
2,000895.SZ,双汇发展,1998,20230309,25.61,7.4112,16.1953,14.0%,58.5%,1.5,20230208.0,25.173,15.86,1.74
3,002841.SZ,视源股份,2017,20230309,64.76,1.321,21.9454,24.5%,40.0%,2.0,20230209.0,64.33,21.91,0.67
4,300529.SZ,健帆生物,2016,20230309,31.07,2.857,20.7886,52.5%,22.0%,1.75,20230202.0,34.897,23.21,-10.97
5,603387.SH,基蛋生物,2017,20230309,13.73,1.7688,11.2115,92.5%,28.0%,2.0,20230217.0,13.253,10.88,3.6
6,600276.SH,恒瑞医药,2000,20230309,41.73,0.3834,76.1341,116.5%,74.5%,2.0,20210810.0,57.559,56.74,-27.5
7,603338.SH,浙江鼎力,2015,20230309,59.85,0.5681,29.3929,131.5%,42.0%,2.25,20230130.0,51.596,,16.0
