,证券代码,证券简称,上市年份,日期,收盘价,股息率,PE_TTM,距离买点%,距离卖点%,标准差倍数,买入日期,买入价格,买入PE,盈亏%
0,002507.SZ,涪陵榨菜,2010,20230322,24.74,1.4147,24.4328,5.5%,44.5%,1.75,20230203.0,26.743,25.28,-7.49
1,600887.SH,伊利股份,1996,20230322,28.88,3.3247,20.9483,7.0%,57.5%,1.75,,,,
2,000895.SZ,双汇发展,1998,20230322,25.19,7.5347,15.9297,13.0%,58.0%,1.5,20230208.0,25.173,15.86,0.07
3,002841.SZ,视源股份,2017,20230322,78.69,1.0871,26.6659,53.5%,48.5%,2.0,20230209.0,64.33,21.91,22.32
4,300529.SZ,健帆生物,2016,20230322,30.74,2.8877,20.5678,62.5%,22.0%,1.75,20230202.0,34.897,23.21,-11.91
5,603387.SH,基蛋生物,2017,20230322,13.66,1.7779,11.1544,100.0%,28.0%,2.0,20230217.0,13.253,10.88,3.07
6,603338.SH,浙江鼎力,2015,20230322,54.71,0.6215,26.8686,116.5%,38.0%,2.25,20230130.0,51.596,,6.04
7,600276.SH,恒瑞医药,2000,20230322,42.63,0.3753,77.7761,121.0%,76.5%,2.0,20210810.0,57.559,56.74,-25.94
