,证券代码,证券简称,上市年份,日期,收盘价,股息率,PE_TTM,距离买点%,距离卖点%,标准差倍数,买入日期,买入价格,买入PE,盈亏%
0,300628.SZ,亿联网络,2017,20221221,59.08,1.3551,24.4468,-6.0%,41.5%,1.75,,,,
1,002507.SZ,涪陵榨菜,2010,20221221,25.46,1.3747,24.1754,-1.5%,44.5%,1.75,20230203.0,26.743,25.28,-4.8
2,002841.SZ,视源股份,2017,20221221,58.57,1.4606,19.8438,0.5%,36.0%,2.0,20230209.0,64.33,21.91,-8.95
3,300529.SZ,健帆生物,2016,20221221,29.59,2.9998,19.7993,7.0%,21.0%,1.75,20230202.0,34.897,23.21,-15.21
4,000895.SZ,双汇发展,1998,20221221,24.93,7.6133,15.7652,7.5%,57.0%,1.5,20230208.0,25.173,15.86,-0.97
5,002032.SZ,苏泊尔,2004,20221221,48.99,6.4815,19.6917,8.5%,52.0%,1.5,,,,
6,603387.SH,基蛋生物,2017,20221221,13.51,1.7976,11.0319,50.5%,26.5%,2.0,20230217.0,13.253,10.88,1.94
7,603338.SH,浙江鼎力,2015,20221221,47.41,0.7171,23.2835,54.0%,33.0%,2.25,20230130.0,51.596,,-8.11
8,600276.SH,恒瑞医药,2000,20221221,36.14,0.4426,65.9355,87.5%,64.5%,2.0,20210810.0,57.559,56.74,-37.21
