,证券代码,证券简称,上市年份,日期,收盘价,股息率,PE_TTM,距离买点%,距离卖点%,标准差倍数,买入日期,买入价格,买入PE,盈亏%
0,002507.SZ,涪陵榨菜,2010,20230316,24.35,1.4374,24.0477,4.0%,44.5%,1.75,20230203.0,26.743,25.28,-8.95
1,600887.SH,伊利股份,1996,20230316,29.1,3.2996,21.1078,7.5%,58.0%,1.75,,,,
2,000895.SZ,双汇发展,1998,20230316,25.3,7.502,15.9992,13.0%,58.0%,1.5,20230208.0,25.173,15.86,0.5
3,002841.SZ,视源股份,2017,20230316,66.08,1.2946,22.3927,28.0%,40.5%,2.0,20230209.0,64.33,21.91,2.72
4,300529.SZ,健帆生物,2016,20230316,30.68,2.8933,20.5277,56.5%,22.0%,1.75,20230202.0,34.897,23.21,-12.08
5,603387.SH,基蛋生物,2017,20230316,13.6,1.7857,11.1054,95.0%,27.5%,2.0,20230217.0,13.253,10.88,2.62
6,600276.SH,恒瑞医药,2000,20230316,41.19,0.3884,75.1489,113.5%,73.5%,2.0,20210810.0,57.559,56.74,-28.44
7,603338.SH,浙江鼎力,2015,20230316,54.55,0.6233,26.79,114.0%,38.0%,2.25,20230130.0,51.596,,5.73
