,证券代码,证券简称,上市年份,日期,收盘价,股息率,PE_TTM,距离买点%,距离卖点%,标准差倍数,买入日期,买入价格,买入PE,盈亏%
0,002507.SZ,涪陵榨菜,2010,20230303,25.91,1.3508,25.5883,8.5%,47.0%,1.75,20230203.0,26.743,25.28,-3.11
1,000895.SZ,双汇发展,1998,20230303,26.58,7.1407,16.8087,18.0%,61.0%,1.5,20230208.0,25.173,15.86,5.59
2,002841.SZ,视源股份,2017,20230303,68.68,1.2456,23.2738,30.5%,42.5%,2.0,20230209.0,64.33,21.91,6.76
3,300529.SZ,健帆生物,2016,20230303,31.97,2.7766,21.3908,52.0%,23.0%,1.75,20230202.0,34.897,23.21,-8.39
4,603387.SH,基蛋生物,2017,20230303,13.27,1.8301,10.8359,83.0%,27.0%,2.0,20230217.0,13.253,10.88,0.13
5,603338.SH,浙江鼎力,2015,20230303,58.49,0.5813,28.725,123.0%,41.0%,2.25,20230130.0,51.596,,13.36
6,600276.SH,恒瑞医药,2000,20230303,43.4,0.3686,79.1809,125.0%,77.5%,2.0,20210810.0,57.559,56.74,-24.6
