,证券代码,证券简称,上市年份,日期,收盘价,股息率,PE_TTM,距离买点%,距离卖点%,标准差倍数,买入日期,买入价格,买入PE,盈亏%
0,600887.SH,伊利股份,1996,20230331,29.12,3.2973,21.1224,8.5%,58.0%,1.75,,,,
1,002507.SZ,涪陵榨菜,2010,20230331,25.33,1.3818,25.0155,9.0%,45.5%,1.75,20230203.0,26.743,25.28,-5.28
2,000895.SZ,双汇发展,1998,20230331,25.94,7.3169,15.9892,14.0%,58.0%,1.5,20230208.0,25.173,15.86,3.05
3,002841.SZ,视源股份,2017,20230331,74.85,1.1429,25.3646,47.0%,46.5%,2.0,20230209.0,64.33,21.91,16.35
4,600276.SH,恒瑞医药,2000,20230331,42.82,0.3736,78.1227,122.0%,76.5%,2.0,20210810.0,57.559,56.74,-25.61
5,603338.SH,浙江鼎力,2015,20230331,54.79,0.6206,26.9079,122.0%,38.0%,2.25,20230130.0,51.596,,6.19
6,300529.SZ,健帆生物,2016,20230331,30.35,2.9248,27.5582,131.0%,29.5%,1.75,20230202.0,34.897,23.21,-13.03
7,603387.SH,基蛋生物,2017,20230331,13.41,1.811,13.8014,154.5%,34.5%,2.0,20230217.0,13.253,10.88,1.18
