证券简称,ts_code,trade_date,close,pe_ttm,ps_ttm,dv_ttm,total_share,total_mv
元祖股份,603886.SH,20230210,20.2,15.8469,1.8451,4.9505,24000.0,484800.0
元祖股份,603886.SH,20230209,19.91,15.6194,1.8186,5.0226,24000.0,477840.0
元祖股份,603886.SH,20230208,19.73,15.4782,1.8022,5.0684,24000.0,473520.0
元祖股份,603886.SH,20230207,19.81,15.541,1.8095,5.048,24000.0,475440.0
元祖股份,603886.SH,20230206,19.85,15.5724,1.8131,5.0378,24000.0,476400.0
元祖股份,603886.SH,20230203,19.57,15.3527,1.7876,5.1099,24000.0,469680.0
元祖股份,603886.SH,20230202,19.46,15.2664,1.7775,5.1387,24000.0,467040.0
元祖股份,603886.SH,20230201,19.05,14.9448,1.7401,5.2493,24000.0,457200.0
元祖股份,603886.SH,20230131,18.89,14.8192,1.7254,5.2938,24000.0,453360.0
元祖股份,603886.SH,20230130,18.79,14.7408,1.7163,5.322,24000.0,450960.0
元祖股份,603886.SH,20230120,18.75,14.7094,1.7127,5.3333,24000.0,450000.0
元祖股份,603886.SH,20230119,18.62,14.6074,1.7008,5.3706,24000.0,446880.0
元祖股份,603886.SH,20230118,18.55,14.5525,1.6944,5.3908,24000.0,445200.0
元祖股份,603886.SH,20230117,18.68,14.6545,1.7063,5.3533,24000.0,448320.0
元祖股份,603886.SH,20230116,19.21,15.0703,1.7547,5.2056,24000.0,461040.0
元祖股份,603886.SH,20230113,18.94,14.8585,1.73,5.2798,24000.0,454560.0
元祖股份,603886.SH,20230112,18.45,14.4741,1.6852,5.4201,24000.0,442800.0
元祖股份,603886.SH,20230111,18.75,14.7094,1.7127,5.3333,24000.0,450000.0
元祖股份,603886.SH,20230110,18.87,14.8035,1.7236,5.2994,24000.0,452880.0
元祖股份,603886.SH,20230109,18.76,14.7172,1.7136,5.3305,24000.0,450240.0
元祖股份,603886.SH,20230106,18.7,14.6702,1.7081,5.3476,24000.0,448800.0
元祖股份,603886.SH,20230105,18.91,14.8349,1.7273,5.2882,24000.0,453840.0
元祖股份,603886.SH,20230104,18.83,14.7722,1.72,5.3107,24000.0,451920.0
元祖股份,603886.SH,20230103,19.03,14.9291,1.7382,5.2549,24000.0,456720.0
元祖股份,603886.SH,20221230,19.62,15.3919,1.7921,5.0968,24000.0,470880.0
元祖股份,603886.SH,20221229,19.48,15.2821,1.7793,5.1335,24000.0,467520.0
元祖股份,603886.SH,20221228,19.42,15.235,1.7739,5.1493,24000.0,466080.0
元祖股份,603886.SH,20221227,19.46,15.2664,1.7775,5.1387,24000.0,467040.0
元祖股份,603886.SH,20221226,19.14,15.0154,1.7483,5.2247,24000.0,459360.0
元祖股份,603886.SH,20221223,19.24,15.0938,1.7574,5.1975,24000.0,461760.0
元祖股份,603886.SH,20221222,19.03,14.9291,1.7382,5.2549,24000.0,456720.0
元祖股份,603886.SH,20221221,19.02,14.9212,1.7373,5.2576,24000.0,456480.0
元祖股份,603886.SH,20221220,18.66,14.6388,1.7044,5.3591,24000.0,447840.0
元祖股份,603886.SH,20221219,19.03,14.9291,1.7382,5.2549,24000.0,456720.0
元祖股份,603886.SH,20221216,19.22,15.0781,1.7556,5.2029,24000.0,461280.0
元祖股份,603886.SH,20221215,19.24,15.0938,1.7574,5.1975,24000.0,461760.0
元祖股份,603886.SH,20221214,19.6,15.3762,1.7903,5.102,24000.0,470400.0
元祖股份,603886.SH,20221213,19.25,15.1017,1.7583,5.1948,24000.0,462000.0
元祖股份,603886.SH,20221212,18.97,14.882,1.7327,5.2715,24000.0,455280.0
元祖股份,603886.SH,20221209,19.5,15.2978,1.7812,5.1282,24000.0,468000.0
元祖股份,603886.SH,20221208,19.44,15.2507,1.7757,5.144,24000.0,466560.0
元祖股份,603886.SH,20221207,19.53,15.3213,1.7839,5.1203,24000.0,468720.0
元祖股份,603886.SH,20221206,19.44,15.2507,1.7757,5.144,24000.0,466560.0
元祖股份,603886.SH,20221205,19.37,15.1958,1.7693,5.1626,24000.0,464880.0
元祖股份,603886.SH,20221202,19.29,15.133,1.762,5.184,24000.0,462960.0
元祖股份,603886.SH,20221201,19.15,15.0232,1.7492,5.2219,24000.0,459600.0
元祖股份,603886.SH,20221130,18.0,14.121,1.6441,5.5556,24000.0,432000.0
元祖股份,603886.SH,20221129,17.95,14.0818,1.6396,5.571,24000.0,430800.0
元祖股份,603886.SH,20221128,17.54,13.7602,1.6021,5.7013,24000.0,420960.0
元祖股份,603886.SH,20221125,17.71,13.8935,1.6177,5.6465,24000.0,425040.0
元祖股份,603886.SH,20221124,17.81,13.972,1.6268,5.6148,24000.0,427440.0
元祖股份,603886.SH,20221123,17.92,14.0583,1.6368,5.5804,24000.0,430080.0
元祖股份,603886.SH,20221122,18.05,14.1603,1.6487,5.5402,24000.0,433200.0
元祖股份,603886.SH,20221121,18.06,14.1681,1.6496,5.5371,24000.0,433440.0
元祖股份,603886.SH,20221118,18.34,14.3878,1.6752,5.4526,24000.0,440160.0
元祖股份,603886.SH,20221117,18.52,14.529,1.6916,5.3996,24000.0,444480.0
元祖股份,603886.SH,20221116,18.47,14.4897,1.6871,5.4142,24000.0,443280.0
元祖股份,603886.SH,20221115,18.31,14.3642,1.6725,5.4615,24000.0,439440.0
元祖股份,603886.SH,20221114,18.55,14.5525,1.6944,5.3908,24000.0,445200.0
元祖股份,603886.SH,20221111,17.89,14.0347,1.6341,5.5897,24000.0,429360.0
元祖股份,603886.SH,20221110,17.85,14.0034,1.6304,5.6022,24000.0,428400.0
元祖股份,603886.SH,20221109,17.63,13.8308,1.6103,5.6721,24000.0,423120.0
元祖股份,603886.SH,20221108,17.61,13.8151,1.6085,5.6786,24000.0,422640.0
元祖股份,603886.SH,20221107,17.84,13.9955,1.6295,5.6054,24000.0,428160.0
元祖股份,603886.SH,20221104,17.87,14.019,1.6323,5.596,24000.0,428880.0
元祖股份,603886.SH,20221103,18.0,14.121,1.6441,5.5556,24000.0,432000.0
元祖股份,603886.SH,20221102,18.21,14.2858,1.6633,5.4915,24000.0,437040.0
元祖股份,603886.SH,20221101,16.55,12.9835,1.5117,6.0423,24000.0,397200.0
元祖股份,603886.SH,20221031,16.26,12.756,1.4852,6.1501,24000.0,390240.0
