ts_code,行业,上市年份,year,roe,营业总收入(亿),净利润(亿),股本(万),每股分红,负债率,分红金额(亿),分红率,净利润率
603707.SH,生物制药,2017,2021,23.2803,36.8669,10.7033,124390.3658,0.15,34.25,1.8659,17.43,29.03
603707.SH,生物制药,2017,2020,24.1032,29.1488,7.9491,93604.1846,0.15,51.5,1.4041,17.66,27.27
603707.SH,生物制药,2017,2019,22.4575,24.6967,6.1005,71858.1648,0.3,40.85,2.1557,35.34,24.7
603707.SH,生物制药,2017,2018,18.9811,17.0033,4.2775,55267.253,0.15,28.84,0.829,19.38,25.16
603707.SH,生物制药,2017,2017,18.6655,11.1273,3.1391,42350.0,0.15,23.84,0.6352,20.24,28.21
