ts_code,行业,上市年份,year,roe,营业总收入(亿),净利润(亿),股本(万),每股分红,负债率,分红金额(亿),分红率,净利润率
002884.SZ,机械基件,2017,2021,23.4765,20.6288,4.8324,35768.2509,1.0,9.52,3.5768,74.02,23.43
002884.SZ,机械基件,2017,2020,21.2929,14.354,3.5836,25399.8388,1.3,8.98,3.302,92.14,24.97
002884.SZ,机械基件,2017,2019,20.0348,11.3516,2.7244,25245.7018,1.0,8.44,2.5246,92.67,24.0
002884.SZ,机械基件,2017,2018,17.6315,11.0442,2.2315,12042.9248,1.5,7.41,1.8064,80.95,20.21
002884.SZ,机械基件,2017,2017,21.0945,9.8369,1.8837,7747.0,0.8,7.89,0.6198,32.9,19.15
