ts_code,行业,上市年份,year,roe,营业总收入(亿),净利润(亿),股本(万),每股分红,负债率,分红金额(亿),分红率,净利润率
300726.SZ,元器件,2017,2021,27.3133,20.0035,8.1607,41183.9845,0.6,18.07,2.471,30.28,40.8
300726.SZ,元器件,2017,2020,25.0103,14.0086,4.8378,40010.0,0.16,25.6,0.6402,13.23,34.53
300726.SZ,元器件,2017,2019,17.7095,8.4404,2.9299,40010.0,0.3,8.96,1.2003,40.97,34.71
300726.SZ,元器件,2017,2018,15.2543,6.3631,2.2299,40010.0,0.25,5.8,1.0002,44.86,35.04
300726.SZ,元器件,2017,2017,18.3634,5.2437,1.9984,40010.0,0.1,5.36,0.4001,20.02,38.11
